title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Support Engineer in DevOps Practice,ТОО Неткрэкер Текнолоджи Казахстан,Алматы,Не указано,"Сейчас мы ищем Support Engineer in DevOps Practice.

Чем предстоит заниматься:

Предоставлять экономически эффективные решения проблем в программном обеспечении DevOps Toolset, используемом и поставляемом Netcracker, обеспечивая соответствие SLA
Просматривать и оценивать жалобы пользователей и запросы на изменение, а также направлять их в соответствии с приоритетами
Тесно сотрудничать с командой разработчиков для предоставления подробных рекомендаций, инструкций, решений/лучших практик и обходных путей конечным пользователям DevOps Toolset
Участвовать и вносить вклад в совместные сеансы устранения неполадок, связанных с поддерживаемым/управляемым программным обеспечением отдела DevOps

Необходимые навыки:

Знания и опыт управления контейнерными приложениями: OpenShift, kubernetes, Docker;
Знания и опыт работы с инструментами DevOps (Jenkins, Gitlab, Artifactory);
Знания и опыт администрирования решений на базе JAVA;
Опыт администрирования систем Linux (Red Hat, CentOS, Ubuntu);
Знания и опыт написания скриптов (Ansible, bash);
Организационные и координационные навыки;
Хорошие коммуникативные и межличностные навыки

Будет преимуществом:

Знание платформ доставки, таких как ArgoCD, Flux, будет плюсом
Знание сетевых технологий, уровень CCNA не ниже;
Опыт работы в проектах внедрения PaaS в качестве системного инженера;
Опыт поддержки высокодоступных решений на платформе Linux;
Знание процессов ITIL;
Знание любой СУБД, такой как PostgreSQL, Mongo DB, Cassandra DB

Мы предлагаем:

Профессиональный рост в крупной международной компании.
Более 300 программ по развитию профессиональных навыков.
Доступ к базе знаний O'Reily и Coursera.
Бесплатные курсы английского, возможность ежедневной практики.
Гибкий график работы.
2 современных офиса в центре города с неограниченным количеством кофе и перекусами.
Медицинская страховка.
Возможность командировок в офисы компании в других локациях.
Участие в работе с open-source сообществом.
Дружелюбная атмосфера, спортивные мероприятия и корпоративные события.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,6 мая 2025,https://hh.kz/vacancy/118531651,Не указано,Не указано,2025-05-06
Системный аналитик,АО Страховая компания Amanat,Алматы,Не указано,"Мы — AMANAT Insurance, самая клиентоориентированная страховая компания, где любовь к клиентам — не просто слова, а часть нашей миссии. А самым ценным ресурсом для нас являются наши сотрудники. Мы создаём условия, в которых каждый сотрудник чувствует поддержку, ценность и возможности для роста.

Что мы предлагаем:

Гибкий график 5/2 — выберите удобное для себя время: с 8:00 до 17:00 или с 9:00 до 18:00.
Для родителей с детьми до 12 лет предусмотрён сокращённый рабочий день — до 17:30.
Современный офис по адресу: пр. Достык, 232/1, рядом с Терренкур.
Конкурентоспособная заработная плата.
Настоящие возможности для карьерного и профессионального роста, у нас ценят инициативу, мышление на шаг вперёд и стремление к развитию.

Кого мы ищем:

Опыт участия в проектах по внедрению систем автоматизации учёта и управления, опыт системного анализа и документирования бизнес-процессов.
Уверенное владение 1С: Бухгалтерия.

Что предстоит делать:

Подготовка задач для 1С-разработчиков.
Тестирование функционала после внесённых доработок.
Участие в проектах в роли консультанта 1С.
Участие в проектах по автоматизации процессов бухгалтерского и налогового учёта, а также подготовки консолидированной финансовой отчётности.

AMANAT — это не просто место работы. Это точка роста, где вы создаёте реальную ценность, а не просто следуете трендам.
С нами вы — в числе тех, кто влияет на будущее.

Присоединяйтесь!",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,28 апреля 2025,https://hh.kz/vacancy/119096931,Не указано,Не указано,2025-04-28
Продуктовый аналитик отдела управление лайфстайл экосистемы,АО «Freedom Bank Kazakhstan»,Алматы,Не указано,"Основные обязанности/задачи сотрудника на этой позиции:

• Сбор и анализ данных пользовательского поведения в цифровых каналах (мобильные приложения, веб, SuperApp и др.)

•  Настройка и ведение аналитики в Amplitude, AppsFlyer, Power BI
•  Построение воронок, когорт, дашбордов, ретеншн-анализа, LTV и других продуктовых метрик
•  Подготовка и анализ результатов A/B-тестов
•  Формулирование гипотез, участие в формировании и валидации продуктовых решений
•  Поддержка продакт-менеджеров и дизайнеров данными для улучшения пользовательского опыта
•  Выявление узких мест, точек роста и рекомендаций по улучшению продукта
•  Настройка событий и трекинга совместно с командой разработки
•  Обогащение профилей пользователей в аналитических системах
•  Составление регулярной отчётности и презентаций по результатам анализа

Требования к опыту и навыкам:
•  Опыт работы аналитиком в цифровом продукте / банке / финтехе — от 1.5–2 лет
•  Знание продуктовой аналитики: воронки, retention, churn, MAU/DAU, конверсии, LTV, ARPU и т.д.
•  Опыт работы с Amplitude (настройка событий, сегментация, A/B-тесты)
•  Уверенные навыки работы в Power BI — визуализация, DAX, отчёты
•  Опыт работы с AppsFlyer или аналогами — мобильная атрибуция, трекинг, постбэки
•  Хорошее знание SQL — для извлечения и обработки данных из DWH
•  Понимание жизненного цикла продукта, CJM, продуктовых и маркетинговых гипотез
•  Базовое понимание аналитики маркетинговых кампаний и каналов
•  Опыт работы с трекингом событий, понимание схемы клиент–событие–атрибут
•  Будет плюсом знание Python для анализа и визуализации данных

Инструменты и технологии:
•  Amplitude, AppsFlyer, Power BI, SQL (PostgreSQL, BigQuery и др.)
•  Google Analytics / Firebase (будет плюсом)
•  Python (желательно), Excel, Miro, Figma
•  Jira / Confluence / Notion — для задач и документации",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,8 мая 2025,https://hh.kz/vacancy/120340729,Не указано,Не указано,2025-05-08
Руководитель группы поддержки ИT систем,ТОО Freedom Telecom Operations,Астана,Не указано,"Freedom Telecom - современная телекоммуникационная компания, развивающая на рынке Республики Казахстан широкополосный доступ к сети интернет в каждый дом и открытый доступ Wi-Fi в крупных городах. Мы работаем в тесном сотрудничестве с мировыми производителями оборудования - программного обеспечения.

Чем предстоит заниматься:

Управление отделом инфраструктуры:

команда поддержки внутренних ИТ систем;
Организация и управление работой подразделения эксплуатации серверных систем и приложений;
Организация системной работы по повышению надежности и доступности работы приложений;
Выстраивание взаимодействия с бизнес заказчиками сервисов, разработчиками сервисов и другими смежными подразделениями;
Документирование схем текущей конфигурации систем и взаимодействия приложений;
Участие в проектировании, разработке и запуске новых сервисов;
Участие в развитии ИТ-инфраструктуры;
Личное участие в решении сложных технических проблем и аварийных ситуаций;
Управление и анализ инцидентов;
Составление методик испытаний новых и изменяемых сервисов, тестовых схем и т.п.;
Организация работы отдела системного администрирования, включая эксплуатацию и модернизации инфраструктуры с обеспечением единого ИТ-ландшафта общекорпоративных и производственных информационных систем;
Превентивное выявление слабых сегментов ИТ-инфраструктуры;
Проработка и подготовка предложений по эксплуатации и модернизации ИТ-инфраструктуры;
Планирование и контроль исполнения бюджета отдела;
Осуществление закупок технических средств и программного обеспечения для нужд компании, в рамках зон ответственности отдела (подбор производителей и поставщиков, проведение переговоров, проведение конкурсных процедур).
Требования:

Опыт управления командой инженеров (SRE, DevOps, Production Engineering) от 3 лет;

Глубокое понимание процессов ITIL / ITSM: инцидент-менеджмент, управление изменениями, проблемами, конфигурациями;

Опыт организации процессов эскалации, анализа аварий и инцидентов;

Опыт работы с автоматизацией инфраструктуры, управление CI/CD-процессами;

Навыки планирования и бюджетирования мощностей, ресурсов, затрат;

Опыт взаимодействия с бизнесом и смежными командами (разработка, безопасность, Техническая поддержка);

Навыки ведения проектов, управление изменениями, работа с рисками;

Опыт построения процессов документации (регламенты, инструкции, базы знаний);

Умение ставить задачи и контролировать их выполнение;

Знания, навыки, важные для этой позиции;

Опыт работы создания и эксплуатации ИТ-инфраструктуры, с объемом физических серверов 100+, виртуальных серверов 1000+, СХД 10+;

Уверенное владение и знание в семействе продуктов Microsoft, Linux систем и построения служб/сервисов на их базе;

Уверенное владение и знание систем виртуализации, систем хранения данных и резервного копирования, сетей передачи данных;

Уверенное владение, знание и построение разнообразных архитектур информационных систем и сервисов;

Уровень английского B1

Условия:
Свободный дресс-код;
Привилегии от экосистемы Freedom Holding;
Экстра days off, помимо отпускных и больничных;
Материальная помощь по памятным событиям;
Самые инновационные, амбициозные проекты и задачи;
Карьерный рост в команде дружных профессионалов",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,8 мая 2025,https://hh.kz/vacancy/120340978,Не указано,Не указано,2025-05-08
Продуктовый аналитик в Krisha.kz (Middle),АО Kolesa (АО Колеса),Алматы,"от 900 000 до 1 500 000 ₸ за месяц, на руки","Kolesa Group — международная IT-компания, строим классифайды для 12,5 миллионов пользователей. Наши продукты — kolesa.kz | krisha.kz | avtoelon.uz — помогают людям и бизнесам продавать, покупать и владеть авто, недвижимостью, товарами и услугами.

Культура экспериментов и data driven, командный дух, технологии, постоянное развитие и желание достичь крутых результатов — отличительные черты Kolesa Team.

О вакансии:

Мы ищем Product/Data-аналитика в Krisha.kz, который будет анализировать состояние продукта и помогать совершенствовать его.

Ты будешь частью команды аналитиков (50+ специалистов), собранной из разных уголков мира. Мы работаем в тесной связке с продакт-менеджерами, исследователями и разработчиками, чтобы принимать data-driven решения и влиять на стратегию продукта.

Аналитика в Kolesa Group - ключевой драйвер роста. Если для тебя важно видеть как результаты твоей работы напрямую влияют на бизнес и помогают пользователям - тебе точно к нам!

Тебе предстоит:

Анализировать показатели приложений и сайтов для принятия продуктовых решений;

Помогать бизнесу с формированием, приоритизацией и реализацией стратегии;

Контролировать и оценивать внедрение новых продуктовых фичей с помощью экспериментов. Мы используем очень широкий инструментарий и проводим около 300 экспериментов в год;

Искать инсайты в большом объеме данных для формирования продуктовой стратегии;

Погружаться в discovery-процессы вместе с продактами, исследователями, дизайнерами и разработчиками;

Визуализировать данные, создавать отчеты и делать выводы;

Формулировать и проверять гипотезы (A/B тесты, Causal Inference эксперименты, Causal ML и т. д.);

Активно работать с DWH-инженерами и обеспечивать качество нашей data-системы;

Использовать инструментарий ML для более глубокого понимания и решения бизнес проблем и построения ML-решений;

Разрабатывать и изучать новые методики анализа данных в продукте. Мы стараемся следовать за state-of-the-art решениями в анализе данных.

Мы ждем от тебя:

Уверенное владение SQL и опыт работы с Python.

Опыт применения аналитики для решения бизнес-задач. Умение связывать бизнес и аналитический контекст в обоих направлениях;

Глубокое понимание проведения экспериментов (A/B тестирование, Causal Inference, продвинутые методы);

Опыт в продуктовой аналитике и понимание ключевых метрик.

Будет преимуществом:

Опыт работы со стеком Google Cloud (наша DWH построена на Google Big Query) или другими облачными хранилищами;

Знания и опыт работы в BI системах (мы используем Microsoft Power BI);

Опыт работы с ETL и системами оркестрации (предпочтительно Airflow);

Опыт работы с ML для решения аналитических или бизнесовых задач.

Став частью Kolesa Team, ты получишь:

Гибридный формат: офлайн в офисе в г. Алматы с возможностью работы из дома 2 раза в неделю;

Работу в сильной команде, где ценятся взаимопомощь и ориентация на результат и постоянное развитие;

Постоянный рост: система грейдирования, индивидуальные планы развития, менторство;

Тематические мероприятия: квизы, киновечера, Family Day, тимбилдинги;

Медицинскую страховку, оплату авиабилетов, фитнеса, образования и многое другое — твой выбор, куда использовать соцпакет;

Обучение: мы оплачиваем участие в конференциях, тренингах, мастер-классах;

Языковые курсы и огромная онлайн-библиотека;

Скидки на фитнес, Lamoda, Skillbox, Skyeng, Geekbrains и т.д.;

Программа релокации для иногородних сотрудников.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя или гибрид,8 мая 2025,https://hh.kz/vacancy/120341695,Не указано,900000–1500000 ₸,2025-05-08
Менеджер проекта (системный аналитик),ТОО OpenHC,Алматы,Не указано,"Создавайте будущее онлайн-записи вместе с лидером рынка!
Altegio — это компания, которая меняет правила игры в сфере автоматизации бизнеса. Наш продукт помогает сотням тысяч клиентов записываться на услуги, а предпринимателям — управлять своими делами легко и эффективно.

Наше решение помогает клиентам записываться онлайн, а предпринимателям просто и без хлопот управлять бизнесом. Вы наверняка записывались на маникюр или на стрижку — и, скорее всего, делали это через Altegio.

Сейчас мы ищем специалиста на стыке Менеджера проекта и системного аналитика, вместе с которым будем становиться лучше и добиваться новых вершин:)

О роли

Эта позиция — на стыке продуктового менеджмента, системного анализа и операционного управления. С одной стороны — вы будете погружаться в реальные потребности бизнеса, формировать требования и находить наилучшие решения. С другой — управлять процессами внутри кросс-функциональной команды: от постановки задач до планирования и доставки результата.

Это не только про формализацию фич, но и про дизайн системных решений, которые легко масштабируются, интегрируются и остаются понятными команде спустя месяцы. Мы ищем человека, который умеет думать системно, действовать гибко.

Чем предстоит заниматься:

Анализировать бизнес-идеи и пользовательские сценарии, превращая их в системные и технически реалистичные требования.

Прорабатывать интеграцию новых фич в текущую архитектуру продукта.

Писать понятные задачи, user stories и спецификации для дизайнеров и разработчиков.

Управлять беклогом, приоритизировать задачи и планировать спринты.

Поддерживать прозрачность процессов, прогресса и сроков для команды и стейкхолдеров.

Помогать развивать продуктовую культуру в команде, быть амбассадором системного подхода.

Мы ожидаем, что вы:

Общий опыт работы в IT-продуктах — от 3 лет, в том числе в ролях project manager, product/system analyst или рядом с этими зонами ответственности.

Опыт сбора, анализа и формализации требований, ведения проектной документации, общения с техническими и бизнес-стейкхолдерами.

Опыт лидерства и управления людьми — пусть это будет небольшая команда, важно умение вдохновлять, направлять и брать ответственность.

Опыт построения и оптимизации процессов: управления задачами, релизами, рабочими потоками в команде.

Сильные коммуникационные и структурные навыки — ты умеешь формулировать мысли, договариваться и раскладывать сложное по полочкам.

Знание современного продуктового подхода: от формирования гипотез до поставки решений, через работу с метриками и обратной связью.

Уверенная работа с Jira/YouTrack, Confluence/Notion и другими продуктами для ведения задач и документации.

Не обязательно, но будет плюсом:

Понимание архитектуры веб-приложений и API-интеграций.

Опыт построения процессов в распределённых командах.

Знания в области UX и продуктовой аналитики.

Не останавливаетесь в личностном и профессиональном развитии, можете поделиться другими полезными компетенциями.

Как мы работаем:

Мы небольшая команда, но именно это наша сила — мы эффективны, быстро принимаем решения и сохраняем высокую скорость работы.

Полная вовлеченность в продукт для нас важна: мы работаем с разными продуктами и контекстами, что делает задачи разнообразными и интересными.

Мы ценим плотную командную работу, готовность самостоятельно принимать решения и вкладываться в общий результат.

Мы ищем тех, кто не только готов работать в широком контексте, но и получает удовольствие от этого.

Что мы предлагаем:

Возможность оформления в офисах Армении или Казахстана, либо работа как ИП;

Полная удаленка;

Техника на ваш выбор (MacBook, MacMini, Lenovo, Dell).

Возможность влиять на развитие одного из ключевых B2B-продуктов на рынке.

Прозрачность, доверие, уважение к инициативе.

Мы небольшая команда, где каждый — ключевой игрок. Решения принимаются быстро, задачи разнообразны, а ваши идеи ценятся и находят воплощение.

Если вы хотите быть частью команды, которая меняет рынок и помогает тысячам людей, отправляйте свое резюме!",3–6 лет,Полная занятость,График: 5/2,8,Удалённо,9 апреля 2025,https://hh.kz/vacancy/119337486,Не указано,Не указано,2025-04-09
Key Account Manager,effie,Алматы,Не указано,"effie is an international software product company. We discover new and unconventional approaches to tackling business challenges by providing global cloud-based SaaS solutions, leveraging the sharing economy and AI capabilities.
In addition to developing innovative software products, we offer a full range of services, including deployment, training, administration, optimization, process automation, technical support, and business analytics consulting.
Our main expertise lies in optimizing business processes for manufacturers, distributors, merchandising agencies, and retail chains in the CPG (including FMCG) and pharmaceutical industries.
140+ team members;
100+ clients across 13 countries, including PepsiCo, Coca-Cola, Nestlé, Shell, Nemiroff, Philip Morris, and others;
27,000+ users of our services;
Microsoft Gold Partner.
What We Value:
Passion - You can only make customers happy if you truly love what you do;
Trust - The foundation of all relationships, inside and outside the company;
An Eye for Excellence - A deep appreciation for quality in every form;
Simplicity - The best things don’t need extra explanation.

We are looking for a Key Account Manager to drive the strategic development of relationships with key clients. Your role will involve identifying opportunities for long-term collaboration, building partnerships with C-level executives and business owners, and developing and executing joint development plans. You will play a key role in shaping the strategy for working with clients, managing large-scale projects, and ensuring a high level of trust and engagement. If you're ready to work at a strategic level in client relationship development and make a real impact on the business, we'd be happy to have you on our team!



Skills & Requirements:
Professional Experience and Skills:
At least 5 years of experience working with large distributors and/or manufacturers.
Knowledge of the CPG/FMCG/Retail market and distribution channels.
Experience in selling IT services/solutions is a plus.
Experience working with large international companies is an advantage.
Client Relations and Communication Skills:
Ability to build long-term relationships with key buyers within the assigned client base.
Proficiency in conducting offline and online negotiations with client management.
Experience in business development (cross-selling and upselling services) and client retention.
Personal Qualities and Abilities:
Stress resilience, self-organization, and ability to work effectively within a team.
High attention to detail and respect for deadlines, with strong problem-solving skills.
Quick to learn new products and a strong desire to acquire new knowledge.
Fluency in Kazakh and Russian.
Upper-intermediate level of English is a plus.


Responsibilities:
Relationship Management:
Build and maintain long-term, mutually beneficial relationships with key buyers in the assigned client base.
Achieve sales goals by expanding business with existing clients through cross-selling and upselling.
Develop, negotiate, and finalize commercial terms with clients.
Handle RFI/RFP requests from clients, prepare, present, and defend commercial proposals.
Develop and implement joint development plans with key clients.
Take proactive steps to ensure client retention and satisfaction.
Identifying Client Needs and Providing Solutions:
Identify clients’ business objectives and propose tailored solutions using the effie service.
Ensure that the client’s needs are met throughout the partnership with the company.
Market and Competitor Analysis:
Analyze competing solutions at client sites (existing or planned) to differentiate effie from competitors and strengthen our competitive position.
Collaboration with Internal Teams:
Collaborate with marketing and product development teams to inform clients about additional service features and opportunities.


We offer:
Remote work arrangement (with occasional visits to client offices or client retail locations);
Offline meetings with clients in Almaty, as well as occasional business trips across Kazakhstan (possible trips to other countries);
Working hours from 9:00 AM to 6:00 PM in Almaty;
Individual onboarding program and mentorship;
Paid vacation of 21 working days and sick leave.",3–6 лет,Полная занятость,График: 5/2,8,Удалённо или разъездной,7 мая 2025,https://hh.kz/vacancy/120335214,Не указано,Не указано,2025-05-07
Process Designer,ТОО FSSA,Атырау,Не указано,"Responsibilities and Roles:

Duties:

• Assist to review project specifications and technical practices, design instructions, plot plan, flow diagrams, and supplier information.

• Assist to input into the development of Project Process Engineering CTR’s for review with Chief Engineer.

• Communicates and interface with other project design and engineering disciplines.

• Assist to submit Project Design specifications, Data Sheets and documents for issue for Process Equipment – Pumps – Compressors –Cranes and Mechanical Handling Equipment - Pressure Vessels – Tanks – Fire Fighting/Safety Equipment.

• Follow up with Equipment Suppliers to ensure equipment meets project requirements.

• Prepare technical documents.

• Prepare design drawings/documents and supplier equipment drawings/documents.

• Update project master documents.

• Report Document and Activity progress.

• On assignment to the field, supports construction in drawing and specification interpretations and design modifications. Also assists in carrying out site surveys, measurements, acts of acceptance, and other site engineering activities.

• Assist Senior Engineers and gain needed experience.

• Prepare Process Flow Diagrams (PFD) and PI&Ds

Competency requirements:

• Must have basic knowledge and understanding of general technical terms and conditions.

• Awareness of compliance and audit processes.

• Ability to identify changes and improvements to the technical documentation and procedures to reflect Client’s changing requirements.

• Basic knowledge of computer based systems including, CAD, Database Management systems, Excel, Word, Microsoft Office or equivalent software packages.

• Be proactive, a self-starter and ability to work under Senior engineer supervision.

• Systematic thinker and good time management the assigned tasks.

• Strong personality with ability to be firm and persuasive without authority.

• Team player within and across functions.

• Sensitive to Client’s requirements and Client focused under Senior Engineer Supervision.

• Basic understanding of fluid dynamics, thermodynamics and process equipment

• Knowledge of developing PFDs and PI&Ds

Minimum Requirements to employee:

Education: Bachelor degree in engineering is minimum requirement. Master degree preferred

Language skills: English and Russian are mandatory. Kazakh is advantageous

Professional experience: Min 5 years

Location & Work schedule: Atyrau 5/2",более 6 лет,Полная занятость,График: 5/2,8,Не указано,8 мая 2025,https://hh.kz/vacancy/120341886,Не указано,Не указано,2025-05-08
Системный аналитик,"АО Страховая компания Халык, ДО Народного Банка Казахстана",Алматы,Не указано,"Обязанности:

Анализ бизнес-требований и разработка технических заданий.
Моделирование и оптимизация бизнес-процессов с использованием нотаций (например, BPMN) для моделирования текущих и будущих бизнес-процессов, предложение решений для улучшения эффективности процессов.
Проектирование системы и определение компонентов и взаимосвязей между ними.
Управление изменениями в системе: анализ необходимости изменений в системе и координация их внедрения.
Взаимодействие с командами разработки и тестирования: координация работы с командой разработчиков и тестировщиков, помощь в понимании требований и приоритезации задач.

Требования:

Высшее техническое образование.
Опыт работы на схожей позиции не менее 2-х лет, опыт в страховых компаниях желателен.
Умение формализовать и декомпозировать бизнес-требования.
Моделирование и анализ процессов.
Знание нотаций моделирования бизнес-процессов (BPMN, UML)/методологий системного анализа.
Знание современных подходов интеграции и интеграционных решений (Rest, Soap, Kafka, Rabbit MQ и др).
Умение проектировать и описывать API.
Опыт работы с инструментами как Jira, Confluence, MS Visio, Miro
Навыки работы с БД ((SQL/PostgreSQL).

Что у вас будет:

Работа в крупной страховой компании, зарекомендовавшей себя как надежный работодатель.
Профессиональный менеджмент и команда, готовая делиться опытом, идеями и вдохновлять.
График работы 5/2, с 09:00-18:00.
Привлекательная бонусная система.
Официальное трудоустройство.
Дружная команда профессионалов.
Медицинское страхование после испытательного срока.
Насыщенная корпоративная жизнь.
Комфортный офис в центре города.",1–3 года,Полная занятость,График: 5/2,8,Не указано,23 апреля 2025,https://hh.kz/vacancy/119375964,Не указано,Не указано,2025-04-23
Бизнес аналитик/системный аналитик,red_mad_robot,Алматы,Не указано,"В red_mad_robot мы создаём цифровые продукты, которыми пользуются миллионы людей, от маркетплейсов и экосистем до мобильных приложений и веб-порталов — и, возможно, ты один из них! Помогаем компаниям в технологической трансформации и поддерживаем стартапы, которые создают наше общее будущее.

Ищем в нашу команду опытного аналитика с экспертизой проектирования банковских продуктов. Вместе нам предстоит запустить нео-банк по уникальной модели business builder.

Что ты будешь делать:

выяснять бизнес-потребности заказчика и потребности пользователей продукта;

проектировать архитектуру банковского продукта;

описывать пользовательские сценарии;
описывать функциональные, нефункциональные и интеграционные требования к продукту;
проектировать API;
взаимодействовать со всеми участниками процесса: Product Manager, командой разработки, партнерами, стейкхолдерами, поставщиками продуктов (банки, МФО).

От тебя:

опыт проектирования банковских продуктов и запуском digital-решений для физических и юридических лиц;
практический опыт реализации продуктов — кредиты, карты/счета, с пониманием их концептуальной архитектуры.
базовые знания законодательства, касающегося банковской деятельности, и опыт работы в финансовых digital-проектах;
умение разбирать сложные процессы на простые последовательности;
создавать визуализации бизнес-процессов и solution-архитектуры (BPMN, UML, Miro, draw.io);
лаконичность, грамотность и структурность в составлении документов.

Чего ждать от роботов:

Работа в сильной команде, где ценят инициативу, договорённости и честную обратную связь. Влиться и освоиться тебе поможет ментор. Позже ты тоже сможешь стать ментором для других.

Развитие — наш пунктик: берёмся за сложные задачи, которые нас продвинут. Проводим школы и интенсивы, чтобы прокачаться. Зовём интересных гостей для развития кругозора. Пользуемся бесплатной электронной библиотекой.

Всё по-честному: у нас белая зарплата и оформление в штат с первого дня, прозрачная система развития с персональным планом и ДМС с хорошими условиями через полгода работы.прозрачная система развития и возможность карьерного роста.

И телу приятно: работаем в удобном коворкинге и с классным видом из окна, уважаем гибкий график и возможность совмещать офис с работой из дома.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,19 апреля 2025,https://hh.kz/vacancy/111443362,Не указано,Не указано,2025-04-19
Senior Data Analyst - BI Developer,ТОО Autodoc Group (Автодок Казахстан),Алматы,Не указано,"Company Description

AUTODOC is the largest and fastest-growing auto parts e-commerce platform in Europe. Present across 27 countries with over 5,500 employees, AUTODOC generated revenue of over €1.5 billion in 2024, supplying more than 8.4 million active customers with its 6.6 million vehicle parts and accessories for car, truck, and motorcycle brands.

Curious minds, adventurous experts and tech-savvy professionals - one team, one billion euros revenue. Catch the ride!

Job Description

Responsibilities

Design, develop & deploy advanced analytical solutions, to facilitate data-driven decision making.

Collaborate closely and cross-functionally with business stakeholders, to ensure a deep understanding of business needs and delivery of relevant and effective solutions.

Collaborate closely with Data Engineers to define and build reliable data products and pipelines.

Communicate insights effectively, via interactive and user-friendly Power BI dashboards.

Maintain effective and up-to-date documentation and training / onboarding materials.

Support business users with training and onboarding to BI solutions.

Set and follow best-practices to ensure highest data quality and reliability standards.

Proactively identify, resolve and optimize performance and user experience issues.

Mentor and guide more junior team members, contributing to their professional development.

Requirements

5+ years of experience as Business / Data Analyst, Analytics Engineer or similar.

Proven hands-on experience with delivering exceptional data products and analytics solutions.

Proven ability to present and communicate meaningful insights and recommendations.

Expert level proficiency with SQL and Power BI – a must.

Proficiency with Python – an advantage.

Familiarity with e-commerce, supply-chain management - an advantage.

Self-learner, problem-solver, multi-tasker and a team-player.

Fluent in English, both in verbal and written form (C1 level or equivalent).

Background in a STEM degree, relevant technical field or equivalent practical experience.

What do we offer?

Competitive salaries based on your professional experience

Meals Allowance

Fast growing international company with stable employment

Annual vacation of 25 working days and 1 additional day off on your birthday

Healthcare Insurance

Mental Wellbeing Program – the opportunity for free psychological counseling for you and your family members 24/7 hotline and online sessions

AUTODOC Corporate Discount (1,080 Euros per annum) to order parts for their own use at special discounted rate

Retail discounts of up to 75% on travel, technology, fashion and much more

Opportunities for advancement, further trainings (over 650 courses on soft and hard skills on our e-learning platform) and coaching

Free English and German language classes

Referral Program with attractive incentives

Flexible working hours

Join us today and let’s create a success story together!",3–6 лет,Полная занятость,Не указано,8,Удалённо,7 мая 2025,https://hh.kz/vacancy/120318566,Не указано,Не указано,2025-05-07
Системный аналитик,АО Народный банк Казахстана,Алматы,Не указано,"Halyk Банк – это мощная экосистема, где технологии сочетаются с ценностями.
Мы гордимся более чем 14 000 работниками, которые делают нас лучшим местом работы. Мы предоставляем услуги во всех сегментах финансового рынка: банковском, страховом, лизинговом и т.д.
Мы стремимся стать ведущим цифровым банком, внедряя инновации и предоставляя возможности для роста и развития.
Мы ищем талантливых специалистов, готовых развиваться вместе с нами!

Требования:
• Опыт работы системным или интеграционным аналитиком от 2–3 лет
• Знание REST API, JSON, HTTP-протокола
• Опыт описания интеграционных взаимодействий и написания ТЗ
• Навыки работы с Confluence, Jira, Postman, Swagger
• Умение строить схемы в BPMN и/или UML
• Базовое понимание микросервисной архитектуры, брокеров сообщений (Kafka, RabbitMQ)
• Хорошие коммуникативные навыки, структурное мышление, самостоятельность


Обязанности:
• Сбор и анализ бизнес-требований от внутренних и внешних стейкхолдеров
• Подготовка спецификаций, технической документации, описание API и сценариев интеграции
• Проектирование взаимодействия между внутренними сервисами и внешними партнерами (REST API, gRPC)
• Описание бизнес-процессов с использованием BPMN, участие в моделировании процессов в Camunda
• Взаимодействие с архитекторами, разработчиками и QA в рамках end-to-end реализации
• Сопровождение SDK-интеграций для мобильных приложений (Android/iOS)
• Участие в анализе инцидентов, логов и устранении технических проблем
• Поддержка процесса тестирования, помощь в написании тест-кейсов и приемке

Условия:
•Заработная плата и бонусы: конкурентоспособная оплата труда благодаря системе грейдирования, премии ко Дню Независимости и годовой бонус.
•Социальный пакет: ДМС и страхование жизни, мобильная связь и скидки от партнеров.
•Отпуск и отдых: 26 дней отпуска с возможностью взять дополнительные дни при наступлении важных событий.
•Бонусы за рекомендации.
•Рабочие условия: льготные условия на паркинг, свободный стиль одежды (smart casual).
•Обучение и развитие: тренинги, вебинары и доступ к корпоративной библиотеке, четкая система карьерного роста.
•Корпоративная культура: открытая и дружеская рабочая атмосфера, спортивные турниры и активная корпоративная жизнь.
•Инициативы и проекты: возможность участия в социальных проектах, реализация идей в новых проектах группы «Halyk» с использованием современных digital-инструментов.
•Команда: творческая и поддерживающая команда для реализации ваших идей.
Присоединяйтесь к нам и становитесь частью команды «Halyk»!",3–6 лет,Не указано,Не указано,Не указано,Не указано,10 апреля 2025,https://hh.kz/vacancy/119378277,Не указано,Не указано,2025-04-10
