title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Директор Департамента экономики и планирования,"Волковгеология, АО",Алматы,Не указано,"Обязанности:
Бизнес-планирование и стратегическое развитие Общества
Анализ и контроль финансово-экономических показателей, финансовых планов и бюджетов
Разработка и совершенствование методологии и документации в области экономики
Составление управленческой отчетности
Взаимодействие с внешними организациями по экономическим вопросам
Требования:
знание порядка разработки и утверждения планов производственно-хозяйственной деятельности;
знание экономических методов управления организацией и подходов к организации плановой работы;
знание порядка разработки нормативов материальных, трудовых и финансовых затрат;
знание экономических показателей организации;
знание порядка организации статистического учета, планово-учетной работы, сроков и принципов составления отчетности;
знание методов экономического анализа показателей производственно-хозяйственной деятельности организации и ее подразделений;
знание и применение методов проектного управления (планирование, реализация и достижение заявленных выгод и результатов проектов; эффективное взаимодействие с заинтересованными сторонами; применение практических шагов по саморазвитию в области управления проектами);
знание этики делового общения и навыки эффективной коммуникации.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/120099186,Не указано,Не указано,2025-05-09
Специалист по тендерным продажам (на завод),ТОО Karadel Mechanics,Караганда,"от 250 000 до 1 000 000 ₸ за месяц, на руки","На стабильное предприятие в команду для построения современного эффективного коммерческого отдела требуется Специалист по тендерным закупкам:

Наши преимущества и Перспективы:

◼ Мы конкурентоспособны, поэтому нас можно представлять и продавать, с нами можно зарабатывать.

◼ Производство обладает современным импортным оборудованием, позволяющим иметь низкую себестоимость

◼ Оборот компании позволяет развивать направление тендерных площадок и есть возможность организовывать продажи в смежных областях, вплоть до импорта.

(годовой оборот порядка 4-5 млрд, и в будущем запланировано увеличение мощности производств в 2 раза за счет строительства нового завода и выпуска новой продукции)

Предлагаемые условия труда:

- стабильная справедливая оплата труда пропорционально вашей эффективности; 5 дневка.

- социальный пакет, отчисления за счет предприятия, ежегодный оплачиваемый отпуск 24 дня;

Схема оплаты и мотивации:

250000 база + 2% от валовой прибыли

Участие в следующих задачах отдела:

Наращивание валовой прибыли в 2025 году в 1,5 раза по сравнению с прошлым годом за счет:

◼ Увеличение продаж текущей продукции за счет увеличения базы лояльных заказчиков и активных продаж (ранее ими не занимались);

◼ Внедрение новых линеек продукции и организация продаж сопутствующей продукции.

Требуемые компетенции:

◼ знающий базу потенциальных покупателей и тендерных площадок;

◼ понимание конъюнктуры промышленных рынков: недропользователей, энергетической, ж/д, и других машиностроительного применения.

◼ Регламентность, внимательность, юридическая грамотность

◼ Личные положительные качества, энергичность и фокус на результат

Желательные компетенции:

◼ Опыт в оформлении CТ-KZ, сертификатов соответствия, ТПХ и др.

◼ умение достигать договоренности на будущее, навыки установления контакта. Приветствуются навыки активных продаж.

◼ Представления о технических характеристиках промышленной продукции, сортаменте металлов, чертежах.

◼ Отличные навыки работы в Excel, аналитика",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/119735140,Не указано,250000–1000000 ₸,2025-05-09
Главный специалист отдела мониторинга,АО Аграрная кредитная корпорация,Уральск,Не указано,"Главный специалист отдела мониторинга (на время замещения основного работника)

Обязанности:

Взаимодействие с заемщиком по исполнению особых условий;
Проведение мероприятий по своевременному погашению заемщиком займов, в порядке и в сроки, установленные внутренними нормативными документами;
Осуществление работы с заемщиками по просроченной задолженности в порядке и в сроки, установленные внутренними нормативными документами;
Рассмотрение заявок по финансовому оздоровлению, реструктуризации, пролонгации займов;
Рассмотрение заявок по смене/снятию и высвобождению залогового обеспечения, по вопросам целевого использования займов в рамках программ кредитования;
Проведение финансового анализа в рамках расширенного мониторинга;
Своевременное и качественное исполнение корреспонденции, поступающей в филиал;
Осуществление выезда в служебные командировки по производственной необходимости;
Соблюдение требований внутренней нормативной документации .
Требования:

Квалификационные требования к вакантной должности (из должностной инструкции):

высшее (экономическое или финансово-экономическое) образование

Знания, необходимые для исполнения должностных обязанностей:

Знание законодательных и нормативных правовых актов Республики Казахстан, регламентирующие деятельность Общества;
Знание нормативных и методических материалов, касающиеся деятельности Общества;
Знание нормативных правовых актов Республики Казахстан в области оценочной деятельности Общества;
основы экономики, бухгалтерского учета, финансовое планирование, орагнизация сельскохозяйственного производства;
требование международного стандарта МС ИСО 9001.
Условия:
Режим работы: полный рабочий день, 5/2
Форма найма: трудовой договор
Социальный пакет: медицинская страховка",1–3 года,"Полная занятость
Стажировка",График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/119678214,Не указано,Не указано,2025-05-09
Маркетолог проекта,ИП TTTMarketing,Алматы,"от 600 000 до 800 000 ₸ за месяц, на руки","Обязанности:
Обязанности маркетолога:

Разработка и реализация маркетинговой стратегии:
• Анализ целевой аудитории, конкурентов и рынка.
• Определение ключевых каналов продвижения и построение плана маркетинговых активностей.

Планирование и проведение рекламных кампаний:

• Работа с digital-каналами (контекстная реклама, таргетинг, SMM).

• Организация офлайн-мероприятий и PR-активностей (по необходимости).

Создание и управление контентом:

• Разработка креативов и контент-планов для социальных сетей, блогов и других каналов.

• Работа с дизайнерами, копирайтерами и другими подрядчиками.

Аналитика и отчетность:

• Оценка эффективности кампаний (CPC, ROI, ROMI и др.).

• Ведение регулярной отчетности и внесение корректировок в стратегии на основе данных.

Управление брендом компании:

• Поддержание и развитие корпоративного стиля и визуального образа бренда.

• Работа с репутацией компании, мониторинг отзывов и комментариев.

Взаимодействие с клиентами и партнерами:

• Проведение опросов, исследований, сбор обратной связи.

• Построение лояльных отношений с клиентами через акции и специальные предложения.

Поддержка продаж:

• Создание маркетинговых материалов (презентации, брошюры, баннеры).

• Взаимодействие с отделом продаж для увеличения конверсии.

Требования:
Опыт работы от 1 года
Наличие кейсов с доказательной основой
Готовность работать на результат
Свободное время для проекта(несовместимо с другими проектами)
Условия:
График работы 5/2 с 10:00 до 19:00
Сильное узнаваемое маркетинговое агентство в Алматы
Удобный офис с вкусняшками в классном районе Алматы
Свои ресурсы для воплощения идей:студия, операторы, монтажное, команда SMM и проектных менеджеров
Дружная команда профессионалов своего дела
Можно совмещать с удаленным форматом работы, но обязательны выездные встречи с клиентом
Обучения разным отправляем маркетинга, развитие",1–3 года,Полная занятость,График: 5/2,8,Гибрид,9 мая 2025,https://hh.kz/vacancy/119451342,Не указано,600000–800000 ₸,2025-05-09
Исполнительный директор (CEO),ИП Цхай «Charlotte»,Алматы,"от 800 000 до 1 500 000 ₸ за месяц, на руки","Обязанности:

Управление сетью кондитерских премиум-класса Charlotte

Формирование оптимальной продуктовой линейки по каждому рынку

Расширение и масштабирование уникального продукта в сегменте кондитерских вначале на рынках Алматы и РК, затем на рынках России и СНГ

Нам нужен второй (или вторая) Вилли Вонка! Начинающий специалист - не препятствие, если у тебя есть энергия лидера, любовь к сладостям и экспертиза в маркетинге и менеджменте

Требования:

1. Управленческий опыт в общепите (HoReCa):
• Практический опыт на аналогичной должности: от 3–5 лет.
• Опыт управления сетью заведений (а не одной точкой).
• Понимание специфики фуд-сервиса: от кухни до клиентского опыта.

2. Навыки системного управления:
• Построение и оптимизация бизнес-процессов (от закупок до обслуживания).
• Внедрение и контроль стандартов качества (SOP, чек-листы, тайминг).
• Управление P&L, знание unit-экономики ресторанов/кафе.
• Умение анализировать показатели (food cost, labor cost, выручка на м² и т.д.).

3. Лидерские и коммуникативные навыки:
• Управление командами: от поваров до администраторов.
• Построение системы мотивации и KPI.
• Умение обучать и развивать персонал, управлять вовлечённостью.

4. Технологичность и цифровая грамотность:
• Знание современных IT-решений для общепита (iiko, R-Keeper, Tillypad, Poster, системы лояльности).
• Опыт внедрения CRM, ERP, BI-аналитики.
• Умение автоматизировать процессы (например, товароучёт, склад, доставку, логистику).

5. Стратегическое мышление:
• Развитие сети: выбор локаций, франчайзинг, масштабирование.
• Участие в формировании стратегии развития бренда.
• Взаимодействие с другими топами — маркетинг, финансы, CEO, собственники.

6. Знание законодательства:
• Санитарные нормы и стандарты (СЭС, ХАССП, проверки).
• Трудовое право, охрана труда.
• Договорная база с поставщиками и арендаторами.

7. Гибкость и адаптивность:
• Умение работать в быстро меняющейся среде.
• Готовность быстро реагировать на кризисы, рост конкуренции.

Условия:

Помимо зарплатных бонусов, участие в годовой прибыли при перевыполнении плана

Возможна доля собственности в компании в случае стабильного роста бизнеса",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/120203061,Не указано,800000–1500000 ₸,2025-05-09
Главный бухгалтер/финансовой директор,ИП Капарова А.Т.,Астана,"от 600 000 ₸ за месяц, на руки","Обязанности:
ведение финансового учета предприятий

организация и ведение бухучета в соответствии с законами и стандартами;

контроль за правильностью и своевременностью расчетов с контрагентами, бюджетом, сотрудниками и другими лицами;

анализ финансового состояния, рентабельности, ликвидности, платежеспособности и экономических рисков фирмы;

разработка и реализация мероприятий по оптимизации налогообложения, снижению издержек, повышению эффективности и качества учета;

участие в планировании и бюджетировании экономических инициатив фирмы, в том числе в разработке бизнес-планов, бизнес-проектов, инвестиций;

осуществление внутреннего и внешнего видов аудита, проверка достоверности и полноты учетной информации, выявление и устранение ошибок и нарушений;

консультирование руководства и сотрудников фирмы по вопросам бухучета, налогообложения, финансовой аналитики;

составление и представление экономической и налоговой отчетности в установленные сроки и формы;

организация и руководство деятельностью подчиненных бухгалтеров, обеспечение их подготовки, повышения квалификации и мотивации.

Требования:
высшее образование по специальности
опыт работы главным бухгалтером в частных структурах
Сертификат профбухгалтера обязателен
стаж работы не менее 6 лет
Условия:
медицинская страховка
фитнес карта
рабочий график 9:00-18:00, обед 13:00-14:00",более 6 лет,Полная занятость,График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/119768436,Не указано,от 600000 ₸,2025-05-09
Главный бухгалтер,ТОО Корпорация Гранд,Алматы,"от 600 000 ₸ за месяц, на руки","Обязанности:
Ведение бухгалтерского и налогового учета в полном объеме (УСН/ОСНО).
Подготовка и сдача отчетности (налоговая, статистическая, фондовая).
Контроль за соблюдением налогового законодательства.
Взаимодействие с государственными органами, аудиторами и банками.
Расчет заработной платы, отпускных, больничных.
Управление бухгалтерской командой (если есть сотрудники в подчинении).
Финансовый анализ и контроль затрат.
Требования:
Высшее профильное образование.
Опыт работы главным бухгалтером от X лет.
Отличное знание бухгалтерского и налогового законодательства РК.
Владение 1С, Excel, электронными сервисами налоговых органов.
Внимательность, ответственность, умение работать с большими объемами данных.
Условия:
Официальное трудоустройство.
График работы: 5/2, с 9:00 до 18:00.
Конкурентная заработная плата.
Дружный коллектив и комфортный офис в центре города.",более 6 лет,Полная занятость,График: 5/2,8,Не указано,9 мая 2025,https://hh.kz/vacancy/120350392,Не указано,от 600000 ₸,2025-05-09
Экономист,ТОО Caspian Coast,Актау,"от 300 000 ₸ за месяц, на руки","Обязанности:

1. Финансово-экономическое планирование

Разработка и согласование бюджетов проектов (инвестиционных, операционных, капитальных).
Построение финансовых моделей для оценки эффективности проектов (NPV, IRR, срок окупаемости и др.).
Расчет рентабельности проектов на всех этапах: от приобретения участка до сдачи объекта.

2. Экономическая экспертиза проектных решений

Оценка стоимости проектных и инженерных решений (влияние на CAPEX и OPEX).
Анализ целесообразности применения различных технологий и материалов с экономической точки зрения.

3. Сметная работа и калькуляции

Участие в составлении, проверке и оптимизации сметной документации.
Согласование затрат с ПТО и инженерными службами.
Расчет себестоимости СМР, отделочных и инженерных работ.

4. Участие в тендерах и закупках

Экономическая оценка заявок подрядчиков и поставщиков.
Подготовка калькуляций, обоснований цен и предложений для участия в тендерах.
Анализ коммерческих условий договоров.

5. Бюджетный контроль и отчетность

Контроль исполнения бюджетов проектов и анализ отклонений.
Подготовка управленческой и финансово-экономической отчетности.
Формирование отчетов по затратам, прибыли, прогнозированию кассовых разрывов.

6. Инвестиционная аналитика

Анализ рынка недвижимости и строительных услуг.
Расчет прогнозной доходности девелоперских проектов.
Подготовка материалов для инвесторов, банков, органов власти.

7. Контроль затрат и операционная эффективность

Системный мониторинг затрат по объектам, выявление неэффективных расходов.
Подготовка предложений по оптимизации расходов.
Ведение аналитики по договорам, оплатам и поставкам.

8. Взаимодействие с другими отделами

Совместная работа с ПТО, снабжением, юридическим отделом, бухгалтерией, отделом продаж и проектировщиками.
Консультирование по вопросам ценообразования и экономических рисков.
Требования:
Высшее образование,
Опыт работы на аналогичной должности не менее 5 лет
Условия:
Своевременная заработная плата
Дружный коллектив",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,8 мая 2025,https://hh.kz/vacancy/120346872,Не указано,от 300000 ₸,2025-05-08
Project manager middle +,ТОО BP Contact,Алматы,"от 500 000 до 600 000 ₸ за месяц, на руки","Компания BP contact - быстрорастущая IТ компания в городе Алматы. Мы накопили большой опыт в области автоматизации бизнес-процессов, внедрения IT систем и контакт-центров. Наши партнеры — это крупные игроки на рынке, с которыми мы работаем рука об руку.

Сейчас мы находимся в поиске ""Проектного менеджера"". Если Вы ответственный, умеете давать результат, то мы рады будем видеть Вас в нашей команде.

У нас вы будете заниматься:

Определение целей и задач проекта;

Разработка плана проекта, включая временные рамки, ресурсы и бюджет;

Определение ключевых этапов и контрольных точек;

Мониторинг прогресса выполнения задач;

Обеспечение соблюдения сроков и качества выполнения работ;

Внесение корректировок в план проекта при необходимости;

Взаимодействие с заказчиками и стейкхолдерами, регулярное информирование всех участников проекта о его статусе;

Организация и проведение встреч, совещаний и презентаций;

Ведение проектной документации, подготовка отчетов и аналитических материалов;

Обеспечение соответствия проекта установленным стандартам и требованиям.

Требования:

Знания и профильный опыт - основ телефонии, контакт-центров, CRM-систем, разработки ПО, чат и голосовых роботов;

Знание и основы аналитики данных, подготовки отчетов;

Excel - экономика проектов, диаграмма Ганта;

Навыки решения проблем и критического мышления, умение предвидеть проблемы и действовать на опережение;

Умение эффективно общаться с командой, заказчиками и заинтересованными сторонами;

Опыт работы от 5 лет на позиции проектного менеджера.

Что мы предлагаем:

Классная дружная команда;

Комфортный офис.

Динамичную и инновационную рабочую среду, в которой поощряется креативность.

График на выбор: 5/2 9:00-18:00 / 10:00-19:00;

Обучение и оплачиваемая стажировка.

Адрес офиса: г. Алматы, ул. Карасай Батыра, 152.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя или гибрид,9 мая 2025,https://hh.kz/vacancy/119679712,Не указано,500000–600000 ₸,2025-05-09
CMO/Директор по маркетингу iGaming,ООО PARSEC,Алматы,Не указано,"Parsec — Мы динамично развивающаяся узбекская IT-компания, специализирующаяся на разработке программного обеспечения, создании инфраструктуры данных, аналитике и визуализации данных. Мы помогаем компаниям реализовывать смелые IT-идеи, предоставляя инновационные и масштабируемые решения, адаптированные под индивидуальные потребности клиентов.

О проекте
Мы запускаем новый iGaming‑продукт на локальном рынке. Ваша задача будет выходить за рамки стандартного привлечения трафика — предстоит активно участвовать в формировании маркетинговой стратегии, разработке требований и построении системы аналитики с самого начала совместно с продакт- и технической командой.

Обязанности:

• Создание стратегий для продвижения продукции и услуг компании.

• Анализ рынка — изучение тенденций, потребностей потребителей, конкурентной среды.

• Бюджетирование и планирование — составление бюджета на маркетинговые мероприятия и контроль его исполнения.

• Цифровой маркетинг — развитие интернет-маркетинга (SEO, SMM, контекстная реклама, email-маркетинг).

• Реклама и PR — создание рекламных кампаний, участие в PR-мероприятиях, сотрудничество с агентствами.

• Координация работы с другими отделами — взаимодействие с продажами, продуктовой командой, IT-отделом и другими для достижения общих целей.

• Отчётность и аналитика — подготовка регулярных отчетов о результатах маркетинговых активностей.

Требования:

• Опыт работы с digital marketing, а также в традиционных каналах рекламы.

• Отличные аналитические навыки и умение работать с данными.

• Лидерские качества, умение эффективно управлять командой.

• Знание английского языка на уровне для ведения деловой переписки (если это необходимо для компании).

• Креативность, стратегическое мышление и инициативность. Опыт работы с digital marketing, а также в традиционных каналах рекламы.

• Отличные аналитические навыки и умение работать с данными.

• Лидерские качества, умение эффективно управлять командой.

• Креативность, стратегическое мышление и инициативность.

Условия работы:

• ​​​​​​​Оформление: официальное трудоустройство по ТКРуз, конкурентоспособная заработная плата (обсуждается по итогам собеседования).

• График: пятидневная рабочая неделя с 9.00-18.00.

• Команда: разнопрофильные специалисты, динамичная и дружелюбная среда, открытая к инновациям.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,9 мая 2025,https://hh.kz/vacancy/119767672,Не указано,Не указано,2025-05-09
Главный специалист Службы внутреннего аудита,АО Центр обеспечения деятельности НБРК,Астана,Не указано,"Обязанности:
Контроль за осуществлением финансово-хозяйственной деятельности Общества;
Осуществление внутреннего аудита бизнес-процессов и деятельности подразделений Общества на соответствие требованиям законодательства Республики Казахстан, нормативных правовых актов Республики Казахстан и Национального Банка Республики Казахстан, инструкций, положений, правил, распорядительных и других документов Общества;
Организация оценки рисков в Обществе, выявление, анализ рисков, присущих бизнес-процессам Общества, в том числе составление и обновление матрицы подразделения, представление рекомендации по предотвращению и минимизации уровня рисков, присущих деятельности подразделений.
Требования:
Иметь высшее образование в сфере экономики и/или бухгалтерского учета и аудита и/или финансового менеджмента и /или финансов и кредита;
Иметь опыт работы в сфере аудита – не менее двух лет;
Желательно наличие одного или нескольких международных сертификатов в области аудита и/или учета и/или риск-менеджмента и/или финансового анализа (CIA/CISA/ACCA/CPA/FRM/CGA), обязательно наличие сертификата/диплома/свидетельства в области аудита;
Знать законодательство Республики Казахстан и нормативные правовые акты государственных органов, в том числе по вопросам аудиторской деятельности, бухгалтерского учета, финансовой отчетности, а также Международные основы профессиональной практики внутреннего аудита, разработанные Институтом внутренних аудиторов.
Условия:

Пятидневная рабочая неделя, с 08-30 до 18-00,

обеденный перерыв – с 13-00 до 14-30",1–3 года,Полная занятость,График: 5/2,8,Не указано,8 мая 2025,https://hh.kz/vacancy/120347145,Не указано,Не указано,2025-05-08
Главный бухгалтер,ТОО Зийлан Кз,Алматы,Не указано,"FLO GROUP - ведущая турецкая компания с более чем 8-летним успешным опытом на казахстанском рынке.

Наши ценности:

Лидерство в индустрии

Наши бренды, такие как FLO, REEBOK и IN STREET, стоят во главе отрасли. Мы постоянно исследуем новые технологии и дизайнерские решения, чтобы быть впереди модных тенденций и удовлетворять потребности наших клиентов.

Качество

Мы гордимся тем, что предлагаем клиентам обувь высокого качества. Наши бренды, такие как FLO, REEBOK и IN STREET, являются не просто товарами, а выражением надёжности и стиля.

Доступность

Во FLO мы уверены, что модная и качественная обувь должна быть доступной каждому. Мы стремимся предложить конкурентоспособные цены, чтобы каждый клиент мог наслаждаться стилем без жертв качества.
Наша миссия – быть ведущим производителем обуви для всех. Мы стремимся не просто продавать обувь, но создавать уникальный опыт для наших клиентов, предоставляя широкий выбор моделей для всех возрастов и предпочтений.

Ваши ключевые задачи:

- Организация и ведение бухгалтерского учета в соответствии с законодательством.
- Составление и представление финансовой отчетности в установленные сроки.
- Разработка и внедрение учетной политики компании.
- Контроль за налоговыми обязательствами, подготовка и сдача налоговых деклараций.
- Финансовый анализ: анализ деятельности компании, разработка и контроль исполнения бюджетов.
- Внутренний контроль: проведение инвентаризаций, участие в аудитах и анализе рисков.

- Контроль Договоров, договоров аренды.

- Сдача статистической отчетности.

Мы ищем именно вас, если вы:

- Имеете высшее образование в области бухгалтерии, экономики или финансов.
- Обладаете опытом работы на должности Главного бухгалтера в ритейл-сфере не менее 5 лет.
- Имеете глубокие знания в области бухгалтерского, налогового и финансового законодательства.
- Знаете программы для бухгалтерского учета на уровне уверенного пользователя.
- Имеете отличные аналитические навыки и внимание к деталям.

Мы предлагаем:

- Конкурентоспособную заработную плату, бонусы по результатам работы.
- Возможности для профессионального роста и развития.
- Работу в стабильной и развивающейся компании с сильной командой профессионалов.
- Официальное оформление, социальные гарантии и полный пакет.

Присоединяйтесь к нашей команде, если хотите работать в компании, которая ценит профессионализм, открытость и стремление к развитию!

Отправляйте свое резюме и станьте частью нашей успешной команды!


Требования:

- Подчинение: непосредственно Генеральному директору.
- Образование: высшее профессиональное (экономическое) образование.
- Опыт работы: не менее 5 лет в сфере бухгалтерского учета, в том числе на руководящих должностях.
- Знания: законодательство о бухгалтерском учете, налоговое и финансовое законодательство, правила документооборота, методы экономического анализа.
- Навыки: владение ПК на уровне уверенного пользователя, знание специализированных программ для бухгалтерского учета.

- Знание Английского и/или Турецкого языков.",более 6 лет,Полная занятость,График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/119693255,Не указано,Не указано,2025-05-09
Младший маркетолог - координатор,ИП Sanber Agency,Алматы,Не указано,"Sanber — маркетинговое агентство, которое помогает брендам расти через стратегию, контент, аналитику и системный подход. Мы ищем человека, который умеет держать процессы в фокусе, выстраивать командную работу и не боится брать ответственность.

Кому подойдёт эта роль:

Если ты вырос из роли исполнителя и хочешь управлять проектами, реализовывать свои идеи и влиять на результат — тебе сюда.

Если ты всегда мечтал быть именно маркетологом: выстраивать стратегии, погружаться в бизнес и видеть, как бренды растут с твоим участием — это шанс.

Ты будешь направлять, придумывать, собирать сильные команды и видеть плоды своей работы.

Задачи:

• Ведение проектов: сроки, задачи, связь с командой, подрядчиками и клиентами

• Организация процессов: постановка задач, контроль дедлайнов, решение рабочих вопросов

• Коммуникация: ясная, своевременная, с заботой — внутри команды и снаружи

• Аналитика: отслеживание эффективности и предложение точек роста

Что важно:

• Опыт в маркетинге от 1 года (в агентстве — плюс)

• Системность, внимательность, умение держать фокус

• Понимание основ SMM, брендинга и контента

• Навыки работы с таск-трекерами (Notion, Trello, Asana и др.)

Что предлагаем:

• Возможность расти как стратег и управленец

• Участие в проектах — от локальных до международных

• Команду, где ценят честность, инициативу и адекватность

• Портфолио с реальными, сильными кейсами

• Прозрачные, гибкие условия + обучения",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/119677370,Не указано,Не указано,2025-05-09
Digital-маркетолог,ТОО Tilda Publishing Kaz,Алматы,Не указано,"Тильда — международный проект, который изменил подход к созданию сайтов. Мы помогаем тысячам людей развивать свои проекты в диджитал-среде самостоятельно, без программирования.

У нас высокая узнаваемость в рунете — мы этим гордимся. С другой стороны, Тильдой пользуются люди из разных стран от США до Австралии. Мы хотим, чтобы их стало больше, а Тильда стала узнаваемой во всем мире.

Поэтому мы ищем маркетолога-дженералиста, который будет поддерживать знание о Тильде в Казахстане, и расскажет о возможностях платформы новой аудитории.

Что нужно будет делать?

Организовывать и курировать рекламные кампании, готовить концепты и запускать их в работу;

Продумывать и реализовывать рекламные стратегии;

Разработка комплексной маркетинговой стратегии развития;

Анализ систем web-аналитики: составление выводов и рекомендаций на основе полученных данных;

Исследование рынка: объем, ключевые игроки, распределение долей, карта рынка, тренды, прогнозы;

Настраивать коллаборации с местными IT-компаниями, вузами;

Работать с лидерами мнений, договариваться о публикациях;

Отвечать на входящие запросы и давать комментарии;

Принимать участие в IT-конференциях;

Организовывать митапы и встречи команды с пользователями;

Считать бюджет и результат своей работы.

Что ждём от кандидата?

Опыт работы старшим маркетологом в IT-продукте или агентстве от 2-3 лет;

Погружены в индустрию IT и маркетинга в Казахстане;

Опыт управления распределенными проектными командами и проектами при удаленном формате работы;

Умение вести поиск подрядчиков, деловую переписку, согласовывать условия сотрудничества;

Понимание казахского языка (большой плюс, если вы знаете язык, но не жесткое требование);

Наличия рабочей базы контактов;

Умения анализировать и делать выводы;

Умения считать деньги и экономически обосновывать решения;

Хороший вкус.

Что мы можем предложить?

Белую и своевременную заработную плату в зависимости от компетенций;

Официальное трудоустройство;

Современное рабочее оборудование, удалённый формат работы;

Компенсация ДМС;

Корпоративные выплаты в случае важных семейных событий;

Участие в профильных конференциях и курсах за счет компании;

Возможность пройти обучение от Школы Тильды бесплатно;

Внутренние развивающие митапы.

Если вы хотите внести вклад в развитие диджитал-сферы, работать в прорывном продукте с большой аудиторией, приходите к нам!",3–6 лет,Полная занятость,График: 5/2,8,Удалённо,9 мая 2025,https://hh.kz/vacancy/119757981,Не указано,Не указано,2025-05-09
Бизнес аналитик,ТОО TECHDRIVE,Алматы,Не указано,"Вакансия: Бизнес аналитик

О компании TechDrive:

Мы TechDrive – инновационная технологическая компания, специализирующаяся на Разработке передовых IT-решений для бизнеса, создании цифровых продуктов, автоматизации процессов в FinTech решении. Мы являемся лидерами в сфере автокредитования. Наша миссия – Быть драйвером роста продаж автокредитов наших партнеров, объединяя лучшие финансовые практики и передовые технологии.

О роли Бизнес аналитика:

Мы ищем талантливого и проактивного Бизнес аналитика, который станет ключевым звеном между нашими клиентами/бизнес-заказчиками и командой разработки. Вам предстоит глубоко анализировать потребности, выявлять проблемы и возможности, а также формализовывать требования для создания высококачественных и ценных программных продуктов. Если вы умеете видеть картину целиком, мыслить системно и эффективно коммуницировать, мы ждем вас!

Чем вы будете заниматься:

Сбор, анализ, структурирование и формализация бизнес-требований от стейкхолдеров (клиентов, руководителей, конечных пользователей).

Проведение интервью, воркшопов, опросов и других мероприятий для выявления потребностей и определения объема работ.

Описание и моделирование бизнес-процессов (с использованием BPMN, UML или других нотаций).

Разработка и ведение необходимой документации: спецификации, технические задания, user stories, user cases, регламенты.

Взаимодействие с командами разработки, тестирования и управления проектами на всех стадиях жизненного цикла продукта.

Анализ данных для выявления закономерностей, проблем и обоснования решений.

Участие в планировании, оценке сроков и ресурсов проектов.

Поддержка команды тестирования, участие в функциональном и приемном тестировании.

Анализ и оптимизация существующих бизнес-процессов.

Проактивное предложение решений, улучшающих продукты и процессы.

Наши ожидания:

Опыт работы Бизнес аналитиком от 2-3 лет.

Уверенное владение техниками сбора и анализа требований.

Опыт работы с инструментами управления требованиями и задачами (Jira, Confluence, Trello).

Знание и понимание основных методологий разработки ПО (Agile, Scrum, Kanban).

Опыт моделирования бизнес-процессов (знание BPMN будет существенным плюсом).

Сильные аналитические способности, умение работать с большим объемом информации и выявлять главное.

Отличные коммуникативные навыки, умение эффективно взаимодействовать с разными типами стейкхолдеров.

Умение четко и грамотно излагать мысли устно и письменно.

Внимательность к деталям, системное мышление, ответственность.

Будет плюсом:

Опыт работы в FinTech, E-commerce.

Знание основ SQL.

Опыт работы с API (понимание принципов, умение работать с инструментами типа Postman).

Понимание основ UX/UI дизайна.

Наличие профильных сертификатов (например, CBAP, CCBA).

Техническое образование или бэкграунд.

Что мы предлагаем:

Конкурентную заработную плату, обсуждаемую по результатам собеседования.

Официальное трудоустройство согласно законодательству РК.

Возможности для профессионального и карьерного роста в быстрорастущей компании.

Интересные и масштабные проекты, где можно применить свои знания и приобрести новый опыт.

Работа в команде высококвалифицированных и увлеченных своим делом профессионалов.

Офис в Алматы.

Компенсация на выбор: обучения, спорт, здоровье, питание.

Мы ждем вас в TechDrive!",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,9 мая 2025,https://hh.kz/vacancy/119768146,Не указано,Не указано,2025-05-09
