title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Data Analyst,ТОО KAZTOUR,Не указано,Не указано,"Привет, дорогой Соискатель!

«KAZTOUR.KZ» - крупнейшая TravelTech компания, объединившая в себе надежность семейного бизнеса и крупнейшую сеть отелей туроператора FUN&SUN Kazakhstan.


За 24 года на рынке международного туризма мы заручились поддержкой надежных партнеров, вместе с которыми обеспечиваем своим клиентам идеальный отдых.

И теперь о главном:

Мы в поисках Дата-аналитика для нашей динамично развивающейся команды. Мы являемся инновационным лидером в области Туризма и стремимся к созданию передовых решений с использованием данных!

Из чего состоят основные задачи:

Сбор, обработка и анализ больших объемов данных;
Предоставление статистической, аналитической и прогнозной информации;
Визуализация данных, создание отчетов и дашбордов;
Взаимодействие с инженерами данных, бизнесом.

Пожелания:

Опыт работы на позиции Data Analyst от 4 лет;
Высокий уровень SQL;
Опыт работы с Python (библиотеки для работы с данными);
Опыт работы с MySQL, PostgreSQL, ClickHouse;
Опыт работы с инструментами визуализации данных ( Power BI и т.д.);
Хорошие знания MS Excel;
Знание математической статистики.

Предлагаем:

Офисный формат работы( удаленное сотрудничество невозможно);
Возможность приобретать туры с корпоративной скидкой;
Уютный офис;
Инфо-туры / Релакс-туры от компании;
Интересная и насыщенная корпоративная жизнь;
Корпоративное обучение.

Дорогой соискатель, ждем твоих откликов!

Позиция full-time формата.

Надеемся, что скоро именно Ты станешь частью нашей команды!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,23 апреля 2025,https://hh.kz/vacancy/119858010,"SQL,Python,Математическая статистика,Data Analysis,Power BI"
Стажер в отдел BI (аналитик данных),"Danone, ТМ",Не указано,Не указано,"Уважаемые в том числе студенты и выпускники, приглашаем вас поучаствовать в отборе на стажировку в компанию Данон.

Обязанности:

-Проверка и обработка данных

-Помощь в разработке отчетов в PowerBI

Требования:

-знание основ анализа данных

-экономическое, математическое образование

-знание английского на уровне Intermediate

-внимательность к деталям.

-опыт работы с Excel

-знание DAX

Условия:

Стажировка оплачиваемая и длится от 3 до 6 месяцев.

Рассматриваем студентов 4 курса или выпускников.",не требуется,"Полная занятость
Стажировка
Возможно временное оформление",График: 5/2,Рабочие часы: 8,Формат работы: гибрид,10 апреля 2025,https://hh.kz/vacancy/119397557,"стажировка,Power BI,DAX"
System Analyst,Andersen,Не указано,Не указано,"The IT-company Andersen invites an experienced System Analyst in Almaty to work on a project for one of our Kazakhstan customers.

The customer is one of the leading commercial banks in Kazakhstan. The bank's main areas of activity are corporate and retail banking. It also actively participates in the securities market and currency operations in Kazakhstan. The customer has its network of branches and offices throughout the Republic, serving more than 100,000 legal entities and 1.5 million individuals.

The project is a new level of banking for legal entities built on microservice architecture. The goal is to attract new clients and develop a new mobile application for clients with subsequent migration of users.

Responsibilities:

Gathering requirements, conducting analysis and research on assigned tasks.
Assisting the team in requirements generation.
Developing and decomposing functional requirements.
Identifying and describing non-functional requirements.
Developing testing scenarios and acceptance criteria.
Conducting interviews with business owners.
Writing technical tasks/user stories/use cases for developers, technical specifications.
Working with development teams using Scrum methodology.
Creating reports.
Monitoring the implementation of new product events and metrics.
Working with product managers, business analysts, designers and the development team.

Requirements:

Experience as a System Analyst for 3+ years.
Knowledge of requirements elicitation techniques (Jira, Confluence, User Story, Test Case).
Understanding of software lifecycle stages and processes.
Advanced skills in writing technical specifications.
Experience in full-cycle digital product development.
Knowledge of product development methodologies.
Understanding of integration principles (HTTP, REST, SOAP).
Experience with XML, JSON, UML, BPMN.
Basic skills in working with DBMS (Oracle, Postgres).
Ability to work with Postman, Swagger.
Understanding of the principles and methods of IS construction.
Structured and analytical thinking.
Competent oral and written speech, excellent communication skills.
Level of English – from Intermediate and above.

Reasons why this job would be interesting to you:

Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson & Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc..
We have been strengthening our expertise since 2007. During this time, we have formed an excellent BA & SA team with streamlined processes, which now consists of more than 200 qualified analysts.
Job conditions – you can work both fully remotely and from the office or can choose a hybrid variant.
The opportunity to earn an additional up to 1,700 EUR per month by participating in the company's activities.
We give our employees an opportunity to attend and participate in the company’s BA meetups, as well as offer a compensation program for international professional certificates.
There are many different ways to grow and develop at our company. You can improve as a tech specialist or a resource manager, and all your activities will be decently rewarded.
You will have an opportunity to take on the role of a mentor and help a group of BA/SA beginners grow.
Our employees have access to Andersen Knowledge Base, where they can take courses in a variety of areas: the art of negotiation, PreSale & Discovery, Agile essentials, product ownership, microservice architecture, API design, SQL, AWS, GDPR, UX/UI, people management, and more.
Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies).
Referral program.
English courses.
Private health insurance and compensation for sports activities.

Your personal data is protected in accordance with GDPR regulations.

Join us!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,14 апреля 2025,https://hh.kz/vacancy/119513151,"UML,BPMN,User Story,Atlassian Jira,Atlassian Confluence,Test case,XML"
Директор по маркетингу,ТОО DAS Sauda,"Алматы, Райымбек батыра, Жетысуский район, улица Казыбаева, 270В","от 600 000 до 800 000 ₸ за месяц, на руки","Задачи:

Разработка и реализация стратегии совместно с партнерами;
Планирование и координация маркетинговых компаний;
Анализ рынка потребительских трендов;
Анализ конкурентов, рынков;
Управление брендами и категориями;
Развитие цифровых маркетинговых стратегий;
Управление маркетинговым бюджетом и оценка эффективности; маркетинговых и PR мероприятий;
Взаимодействие с партнерами, клиентами, рекламными агентствами, СМИ;
Разработка и производство POSM;
Оперативное взаимодействие с отделом продаж.
Навыки:
Стратегическое планирование маркетинга: Глубокое понимание процессов разработки стратегий маркетинга, включая установление целей, анализ рынка, определение целевой аудитории и позиционирование бренда.
Цифровой маркетинг: Знание основных цифровых каналов маркетинга, таких как SEO, контент-маркетинг, социальные сети, а также умение использовать инструменты аналитики для оценки эффективности действий.

Традиционный маркетинг: Понимание традиционных методов маркетинга, включая PR, рекламу, торговый маркетинг, управление брендом и корпоративной идентичностью.

Аналитика и метрики: Умение работать с маркетинговыми данными, проводить анализ эффективности кампаний, использовать ключевые показатели (KPI) для оценки ROI (Return on Investment) и принятия обоснованных решений.

Управление бюджетом: Опыт управления маркетинговым бюджетом, распределение ресурсов на основе приоритетов и потенциальной отдачи.

Управление проектами: Навыки управления множественными проектами, планирование, контроль выполнения и достижение целей в установленные сроки.

Понимание потребителя и рынка: Глубокое знание потребительских предпочтений, поведения потребителей и тенденций на рынке, способность прогнозировать изменения и реагировать на них.

Технологические тенденции: Следить за последними технологическими тенденциями в маркетинге, такими как автоматизация маркетинга, использование искусственного интеллекта и Big Data в маркетинговых стратегиях.

Личные качества:

Стратегическое мышление: Способность видеть долгосрочные перспективы и разрабатывать стратегии, которые будут способствовать достижению целей компании.

Творческий подход: Готовность и способность к генерации новых идей и креативных подходов к решению маркетинговых задач.

Аналитические способности: Умение анализировать данные, извлекать важные выводы и использовать их для принятия обоснованных решений.

Лидерские качества: Умение вдохновлять и мотивировать команду, развивать профессиональные навыки подчиненных, решать конфликты и принимать эффективные решения.

Коммуникативные навыки: Отличные навыки устного и письменного общения, способность эффективно коммуницировать как внутри компании, так и с внешними контрагентами.

Стрессоустойчивость и управление временем: Способность работать в условиях высокой нагрузки, управлять временем и приоритетами.

Ориентация на результат: Желание достигать конкретных результатов и готовность к измерению эффективности маркетинговых действий.

Условия:
График работы 5/2, с 8.00 до 17.00
Стабильная компания, дружный коллектив
Современный офис",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,24 апреля 2025,https://hh.kz/vacancy/119525109,"Продвижение бренда,Маркетинговая стратегия,Анализ конкурентной среды,Развитие бренда,Маркетинговые исследования,Стратегический маркетинг"
Менеджер по продажам в интернет-магазин со знанием казахского языка,Callmedia,Не указано,"до 500 000 ₸ за месяц, на руки","Менеджер по продажам в Callmedia – начни строить свою карьеру уже завтра!

О компании Callmedia:
Callmedia — международный аутсорсинговый колл-центр, который с 2011 года помогает людям находить качественные товары для здоровья и красоты. Мы сотрудничаем с ведущими производителями и ценим профессионализм, ответственность и желание работать.

Сейчас мы приглашаем в нашу команду менеджеров по продажам. Нам важен ваш опыт общения с людьми, ответственность и желание работать в стабильной компании.

Почему стоит выбрать нас:
- Стабильный доход: фиксированный оклад + бонусы от продаж. Месячный доход менеджеров до 500 000 тенге
- Гибкий график: 2/2, 5/2, 7/0 по 4, 6 или 8 часов в день - получится совмещать с семьёй и личными делами.
- Удаленная работа: без потерь времени на дорогу – работайте из дома.
- Щедрые бонусы: премии, подарки, участие в реферальных программах
- Быстрое и понятное обучение: 2 дня теория и после начинается оплачиваемая стажировки- Стабильные выплаты: 2 раза в месяц стабильно и без задержек
- Карьерный рост: 85% руководителей начинали с этой должности!
- Поддержка на всех этапах: мы всегда рядом и готовы помочь в освоении работы.


Чем ты будешь заниматься:

Вакансия открыта в отдел BIG Data: здесь мы работаем с VIP-клиентами, которые совершили последнюю покупку более 2 месяцев назад. Акцент на индивидуальный подход, предложение новых продуктов, эксклюзивных акций и специальных условий.


Основные задачи:

- Обработка теплых клиентов (без поиска клиентов – база уже готова!).
- Узнавать потребности клиента и помогать выбрать подходящий продукт. Наша продукция - категория здоровье и красота
- Ведение клиентских данных в простой и понятной CRM-системе.

Что нужно от тебя:

- Грамотная речь, коммуникабельность и желание работать с людьми.
- Ноутбук/компьютер (ОС WINDOWS не ниже 10 версии, от 4 ГБ), гарнитура, высокоскоростной интернет (5 МБ в обе стороны).
- Желание зарабатывать и работать в стабильной компании.
- Возможность работать в тишине, где никто и ничто не будет отвлекать.

Присоединяйтесь к команде Callmedia! Откликайтесь прямо сейчас – стабильность и высокий доход ждут вас!

Данная вакансия также подойдет, если вы искали: работа без опыта, полный день, оператор колл-центра, без опыта работы, телефонные звонки, работа с клиентами, входящие звонки, яндекс, озон, сбермаркет, call-центр, без опыта, специалист службы поддержки, удаленная работа, удаленный режим работы, дистанционный режим работы, удаленная работа, неполный график, работа с заказами, гибкий график, интернет-магазин, онлайн-магазин, специалист входящей линии, обработка заявок, подтверждение заказов, call-центр, работа с ПК, альфабанк, работа из дома, офис, работа в офисе, работа в центре, работа рядом с домом, из дома, работа по телефону, работа с базой клиентов, без поиска клиентов, продажи, контактный центр, мтс, билайн, мегафон, т-банк, удобный офис, офис в центре, обучение в компании, оператор линии вакансия, вакансия оператор, работа опыта",не требуется,Полная занятость,График: 5/2 или 2/2,"Рабочие часы: 4, 6 или 8",Формат работы: удалённо,10 апреля 2025,https://hh.kz/vacancy/118095286,"Телефонные переговоры,Активные продажи,Пользователь ПК,call-центр,удаленная работа,работа из дома,гибкий график,работа в продажах,без опыта,специалист по работе с клиентами,работа в интернет магазине,менеджер по продажам,специалист телефонных продаж,работа в callmedia,оператор колл-центра,zebracall,voolna,ip-call,call-team,leomax,voxys,интертрейд21,менеджер по сопровождению,Работа с клиентами,Карьерный рост,Рост в зарплате,quickcall,МТС,Билайн,Ростелеком"
Welding Engineer,ТОО Alstom,Не указано,Не указано,"At Alstom, we understand transport networks and what moves people. From high-speed trains, metros, monorails, and trams, to turnkey systems, services, infrastructure, signalling and digital mobility, we offer our diverse customers the broadest portfolio in the industry. Every day, more than 80 000 colleagues lead the way to greener and smarter mobility worldwide, connecting cities as we reduce carbon and replace cars.

Could you be the full-time Welding engineer in Astana we’re looking for?

Your future role

Take on a new challenge and apply your technical expertise in a new cutting-edge field. You’ll report to Ramazan Tleulenov (Manufacturing Engineering Manager), and work alongside intelligent and diligent teammates.

On this role you will coordinate the industrial control of the Welding Special Process during product development, industrialization, manufacturing and warranty. Ensure proper aplication of industrial standartds, train employees to welding rules.

We’ll look to you for:

Guarantees internal control and good application of process rules in line with customers’ requirements.

Performs internal and external audits.

Ensure day to day monitoring of SP business rules and solve issues concerning SP.

In case of non-conformity or incident, investigate root causes, finds and implement repair solutions.

Demonstrate QCD and EHS improvement linked to SP through efficient action plans. Measure performance linked with site industrial objectives and through APSYS audit for instance.

Support Sourcing and Supplier Quality teams during quality crisis.

Train the workers and to execute SP.

Ensure continuous training and permanent qualification of the workers to PS.

Train support functions to business rules linked to PS (Engineering, PME, Sourcing, Supply Chain, Quality)

Manage industrial risk through Process FMEA and associated improvement action plan.

Define requirements and rules for associated tooling necessary to start production.

Qualify the product/process pair as well as industrial means to be put in place in line with the design.

Support sourcing team in the suppliers’ qualification and in quality follow up for suppliers concerned by SP. Contribute to development of local suppliers.

Manage evolution of quality control process dedicated to welding.

All about you

We value passion and attitude over experience. That’s why we don’t expect you to have every single skill. Instead, we’ve listed some that we think will help you succeed and grow in this role:

Engineering degree;
Internation Welding Engineer certificate (IWT can be reviced)
Diligence and accuracy;
Passion for order and maintaining complex systems and processes;
Resilience to routine.

Things you’ll enjoy

Join us on a life-long transformative journey – the rail industry is here to stay, so you can grow and develop new skills and experiences throughout your career. You’ll also:

Enjoy stability, challenges and a long-term career free from boring daily routines
Contribute to innovative projects
Steer your career in whatever direction you choose across functions and countries
Benefit from our investment in your development, through award-winning learning
Progress towards here
Benefit from a fair and dynamic reward package that recognises your performance and potential, plus comprehensive and competitive social coverage (life, medical, annual bonus).

You don’t need to be a train enthusiast to thrive with us. We guarantee that when you step onto one of our trains with your friends or family, you’ll be proud. If you’re up for the challenge, we’d love to hear from you!

Important to note

As a global business, we’re an equal-opportunity employer that celebrates diversity across the 63 countries we operate in. We’re committed to creating an inclusive workplace for everyone.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,22 апреля 2025,https://hh.kz/vacancy/118979243,"Internation Welding Engineer,IWT,Welding,Английский — C1 — Продвинутый"
Макроэкономист Аналитического центра,"HALYK FINANCE, дочерняя организация АО Народный банк","Алматы, Алатау, проспект Абая, 109В",Не указано,"Обязанности:

Подготовка макроэкономического анализа и обзоров (Казахстан)

Анализ отдельных секторов экономики

Анализ отдельных направлений экономической политики (фискальная, монетарная, налоговая, пенсионная, социальная, программы развития и т.д)

Исследовательская деятельность

Экспертные комментарии по изменениям в экономике и политике

Публичные выступления, ролики в социальных сетях и интервью по экономическим вопросам, публикации в СМИ.

Требования:
Высшее образование ( Мировая экономика, Макроэкономика,Математические методы анализа в экономике, Статистика, Финансы, Международная экономика и политика)
опыт работы выше 1 года и наличие исследовательских работ в области экономического анализа отдельных отраслей Казахстана (банковская/страховая деятельность/рынок капитала/Национальный банк/научно-исследовательские центры и т.п)
владение английским языком ( Upper Intermediate и выше)
владение программами: EViews, Stata, Matlab, Power BI и др.
грамотность письменной и устной речи
дополнительным преимуществом будет опыт моделирования, анализа и прогнозирования макроэкономической и финансовой статистики
предпочтителен опыт проведения экономических исследований, публикаций с использованием эконометрических методов, прогнозирования финансовых рынков, макроэкономической и финансовой статистики
в случае отсутствия достаточного опыта может быть рассмотрен кандидат на позицию старшего аналитика

Условия:

Работа может осуществляться в головном офисе в Алматы или в филиале в Астане
по согласованию удаленная работа
график 5/2 с 09-18 ч
медицинская страховка на 1 год после исп.срока (3мес)
годовая премия к Дню независимости
бонусы по итогам года
повышение квалификации за счет Работодателя",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,21 апреля 2025,https://hh.kz/vacancy/119745725,"Экономический анализ,Аналитические исследования,Анализ макроэкономической среды,макроэкономика,экономика,macroeconomics,Эконометрика,финансовая статистика,Финансовое моделирование,макроэкономические исследования,экономические исследования,микроэкономика,мировая экономика,сектора экономики,фискальная политика,монетарная политика,налоговая политика,макроэкономические обзоры,математические методы анализа в экономике,финансы,finance,economics,srss,отраслевой анализ,Английский — B2 — Средне-продвинутый"
Экономист на пивоварню,ТОО Торговый Дом Sigma Brau,"Шымкент, улица Желтоксан, 3/8","от 500 000 до 700 000 ₸ за месяц, на руки","Sigma Brau — ведущая крафтовая пивоварня Казахстана по версии Untappd.

У нас:

современное производство мощностью 1 млн литров в месяц
собственная дистрибуция
сеть из 4 баров и 16 магазинов по стране
амбициозные планы по масштабированию и выходу на экспорт

Чтобы выстроить финансовую прозрачность и управляемость всей системы — от варочного котла до бокала в баре — мы ищем экономиста, который умеет считать, анализировать и внедрять.

Задачи:

Расчёт производственной себестоимости: по варкам, линиям розлива, видам упаковки и SKU
Бюджетирование и контроль затрат на производстве: сырьё, материалы, персонал, логистика
Анализ затрат в дистрибуции: топливо, логистика, заработные платы, флот, потери
Финансовый контроль в барах и магазинах: анализ оборачиваемости, маржинальности, отклонений от плана
Разработка и внедрение нормативов: для всех подразделений — с прозрачной системой контроля
Формирование управленческой отчётности: в разрезе направлений, SKU, точек продаж
⚙️ Интеграция учёта в Iiko, 1С, Power BI: настройка, поддержка и анализ

✅ Кого мы ищем:

Опыт от 3 лет на аналогичной позиции в производственном и/или FMCG-бизнесе
Глубокие знания 1С, Iiko, Excel, Power BI
Системное мышление, внимательность, навык работы с большими массивами данных
Понимание сквозной аналитики: от себестоимости сырья до прибыли на розничной полке
Умение выстраивать диалог с производством, логистикой, розницей, финансами
Инициативность и желание построить систему «как надо» — с нуля или с текущей базы

Что мы предлагаем:

Конкурентную зарплату с бонусами за результаты
Полную поддержку при переезде и жильё в Шымкенте
Живой бизнес, где ценится интеллект, логика и реальный вклад
Доступ ко всем данным, прямое общение с основателями
Возможность влиять на ключевые решения в масштабируемом бизнесе

Если цифры — ваш язык, а эффективность — стиль мышления, ждём вас в команде Sigma Brau!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,25 апреля 2025,https://hh.kz/vacancy/119209897,Не указано
Data аналитик,ТОО AVIATA.KZ,"Алматы, проспект Гагарина, 124",Не указано,"Aviata — одна из лидирующих компаний в области бронирования и продажи авиабилетов в Казахстане. Наш сервис включен в рейтинг Forbes ""50 крупнейших интернет-компаний Казахстана"". Удостоились награды «Компания года — 2014» по результатам Национальной интернет-премии Award.kz.

Обязанности:

Анализ данных для выявления возможностей повышения эффективности и оптимизации бизнес-процессов.
Создание и оптимизация отчетов и дашбордов в Power BI для предоставления важной информации бизнес-пользователям.
Участие в разработке бизнес метрик и KPI и их имплементация при построении витрин данных.
Участие в процессе внедрения Data Governance в компании. Взаимодействие с владельцами данных и data engineer с целью повышения качества данных.
Участие в построении pipeline’ов обработки данных внутри DWH.
Требования:
Отличное знание SQL - оконные функции, сложные join'ы и подзапросы.
Опыт работы с реляционными базами данных, такими как MySQL, PostgreSQL.
Опыт работы с инструментами визуализации данных, такими как Power BI, Tableau.
Опыт работы с Python для сбора и анализа данных. Опыт работы с инструментами Data Build Tool (DBT), Airflow, Jupyter Notebook.
Опыт работы с системами аналитики - Google Analytics, Яндекс Метрика, Appsflyer, Amplitude.

Мы предлагаем:

Сильная команда. Ребята постоянно прокачиваются, много читают и любят свое дело. Мы гордимся не только тем, какие у нас профессионалы, но и тем какие они личности.

Обучение за счёт компании. Если хотите пройти курсы или пойти на конференцию, связанную с вашей областью, компания готова оплатить стоимость обучения.

Библиотека с профессиональной литературой. Мы регулярно обновляем список книг, которые можно читать в офисе и брать домой.

Комфортный офис. Мы переехали в новый офис, где создали еще больше приятных условий для работы: комната отдыха, разные места для работы.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,25 апреля 2025,https://hh.kz/vacancy/119951526,"SQL,Python,Аналитика,Русский — C2 — В совершенстве,Английский — C1 — Продвинутый"
Consultant (Strategy and Operations group in Consulting),ТОО KPMG,Не указано,Не указано,"We're currently seeking a Consultant (1-3) to join our Strategy & Operations team in Astana/Almaty, who is eager to expand their knowledge and expertise in the field. In this dynamic role, you’ll leverage your expertise to conduct market research, perform financial and economic analysis, and prepare strategic presentations and analytical reports, among many other responsibilities.

If you have what it takes to be our new Consultant 1-3, have a closer look at this job opening.

As our Junior Consultant, you will:

Conduct market analysis
Assist in project management execution
Write reports and prepare presentations
Participate in team collaboration and problem-solving
Engage with the management and personnel of clients and target companies
Contribute to various projects across different industries and sectors

You’re a great fit if you:

Hold a Bachelor’s or Master’s degree from a leading university in Kazakhstan or abroad (preferably in Strategic Management, Economics, Finance, Mathematics; MBA is an advantage)
Possess basic skills in Microsoft Office
Have experience in conducting market analysis
Exhibit strong communication and organizational skills
Have internship experience at one of the Big4 companies
Knowledge of Chinese or Arabic will be an advantage
English language proficiency at a C1 level

Diversity & Inclusion Statement

We are committed to creating a diverse and inclusive workplace. All qualified applicants will receive consideration for employment regardless of their unique abilities, background, or identity.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,5 апреля 2025,https://hh.kz/vacancy/116764570,"Project management,Marketing Analysis,MS Excel,Анализ бизнес-процессов,Стратегическое планирование,Английский — C1 — Продвинутый"
"Power BI Consultant, Digital CFO group in Consulting",ТОО KPMG,Не указано,Не указано,"We are seeking aPower BI Consultant to join our Digital CFO team. This role is ideal for someone with a strong background in business intelligence (BI) and data analytics who is eager to drive digital transformation and develop cutting-edge reporting tools for financial planning and analysis.

You will:

Participate in projects to develop and implement business intelligence and visualization tools using MS Power BI, Qlik Sense, and Apache Super Set.

Design and maintain BI dashboards, reports, and datasets to deliver actionable insights to business stakeholders.

Create and implement data models in Power BI to support reporting requirements and ensure data integrity.

Use Power Query and DAX to create and manage data connections and transformations, ensuring seamless data flow.

Work on optimizing the performance of Power BI reports and dashboards for scalability and efficiency.

Offer training and ongoing support to end-users, helping them leverage Power BI to its full potential.

Contribute to business transformation programs, from strategy development to operational implementation.

Assist in the design and implementation of finance operating models and processes, focusing on the digitalization of Financial Planning & Analysis (FP&A).

You’re a great fit if you:

Have at least 1-2 years of experience in IT, data analysis, or BI, with a proven track record in developing interactive dashboards.

Possess hands-on experience with BI systems such as Power BI, Qlik Sense, or Apache Super Set.

Experience with EPM solutions like SAP BPC, Oracle Hyperion, Anaplan, or Board is an advantage.

Knowledge of financial modeling is a plus.

Strong understanding of ETL processes, data management, and data visualization.

Proficient in Python and SQL for data analysis and automation.

Advanced proficiency in MS Excel and PowerPoint.

Strong analytical and problem-solving skills.

Have Upper-Intermediate (B2) proficiency in both Russian and English with the ability to communicate effectively with stakeholders.

Diversity & Inclusion Statement

We are committed to creating a diverse and inclusive workplace. All qualified applicants will receive consideration for employment regardless of their unique abilities, background, or identity.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,8 апреля 2025,https://hh.kz/vacancy/115080998,"Power BI,MS PowerPoint,Power Query,MS Excel,DAX,Oracle BI,Python,Визуализация данных,SQL,Qlik Sense,Финансовое моделирование"
Manufacturing Engineer (Carbody shell),ТОО Alstom,"Нур-Султан (Астана), улица А 184, 10",Не указано,"At Alstom, we understand transport networks and what moves people. From high-speed trains, metros, monorails, and trams, to turnkey systems, services, infrastructure, signalling and digital mobility, we offer our diverse customers the broadest portfolio in the industry.

Every day, more than 80 000 colleagues lead the way to greener and smarter mobility worldwide, connecting cities as we reduce carbon and replace cars.

Could you be the full-time Manufacturing Engineer of Carbody shell in Astana we’re looking for?

Your future role

Take on a new challenge and apply your technical expertise in a new cutting-edge field. You’ll report to Manufacturing engineering Manager, and work alongside intelligent and diligent teammates.

On this role you will define and validate the detailed manufacturing process, develop industrial documentation, define industrial master data and set the manufacturing method time, drive continuous improvement actions and industrialize product and process changes.

We’ll look to you for:

knowledge of English at level B2 (writing, reading, oral communication);
conscientiousness, diligence;
skill to work in team;
ability to make decisions;
understanding the process of identifying critical points of the technological process;
be able to develop, change and improve work instructions and other industrial documents;
understanding of production needs analysis;
understanding of workshop productivity control;
understanding the process of optimization and improvement of technological processes using Lean manufacturing tools;
understanding the requirements when developing a work site plan (Layout), taking into account ergonomics, safety of work, optimization of movements (Spaghetti Diagram).
ability to take timely action when technical problems arise in production.
comply with the requirements of: internal work regulations, norms, rules and instructions on labor protection, laws and other regulatory legal acts
compliance with the standards of business ethics and corporate culture, code of ethics, business style of dress during the performance of work duties.

Things you’ll enjoy

Join us on a life-long transformative journey – the rail industry is here to stay, so you can grow and develop new skills and experiences throughout your career. You’ll also:

Enjoy stability, challenges and a long-term career free from boring daily routines
Work with new security standards for rail signalling
Collaborate with transverse teams and helpful colleagues
Contribute to innovative projects
Utilise our hard-working environment
Steer your career in whatever direction you choose across functions and countries
Benefit from our investment in your development, through award-winning learning
Benefit from a fair and dynamic reward package that recognises your performance and potential, plus comprehensive and competitive social coverage (life, medical, pension)
Free lunches / Monthly lunch allowance
Corporate shuttle-bus
Annual performance bonus

You don’t need to be a train enthusiast to thrive with us. We guarantee that when you step onto one of our trains with your friends or family, you’ll be proud. If you’re up for the challenge, we’d love to hear from you!

Important to note

As a global business, we’re an equal-opportunity employer that celebrates diversity across the 63 countries we operate in. We’re committed to creating an inclusive workplace for everyone.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,22 апреля 2025,https://hh.kz/vacancy/119002308,Не указано
