title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,link,published_date,skills
ML Engineer,ТОО КазСканСервис,Не указано,Не указано,"Обязанности:

Разработка и внедрение ML-моделей для платформы цифровых двойников (предиктивная аналитика, мониторинг оборудования, оптимизация производственных процессов)

Работа с временными рядами, данными датчиков (IoT, SCADA), облаками точек и пространственными данными (LiDAR)

Анализ больших объемов данных для выявления паттернов и аномалий

Интеграция моделей с существующей инфраструктурой платформы

Оценка качества моделей и оптимизация их производительности

Участие в разработке и поддержке архитектуры данных

Парсинг и структурирование данных из открытых и закрытых источников (сайты, API, документация оборудования)

Требования:

Опыт работы от 2 лет в области Data Science / Machine Learning

Глубокое понимание алгоритмов машинного обучения и анализа данных

Опыт работы с временными рядами, предиктивной аналитикой и обнаружением аномалий.

Практический опыт разработки моделей с использованием Python и основных библиотек (pandas, numpy, sklearn, tensorflow/pytorch, XGBoost)

Опыт работы с инструментами для визуализации данных (Plotly, matplotlib, Power BI)

Знание SQL и баз данных (PostgreSQL, MongoDB)

Опыт работы с большими объемами данных и облачными платформами (AWS, Azure) будет преимуществом

Понимание процессов CI/CD, опыт работы с Git

Дополнительные навыки (не обязательно):

Опыт работы с пространственными данными и облаками точек (Potree, Three.js, PDAL)

Опыт интеграции с системами SCADA, MES, ERP

Опыт работы с графовыми базами данных (Neo4j)

Опыт работы в промышленности, строительстве или инфраструктурных проектах

Умение работать с ИИ сервисами (ChatGPT, Claude, Gemini, Perplexity)

Условия:

Работа на передовой технологий: цифровые двойники, AI, 3D-визуализация и крутые промышленные кейсы
Полная свобода действий: твои идеи не будут пылиться в столе, а сразу пойдут в прод!
Офис в инновационном хабе Astana Hub",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,https://almaty.hh.kz/vacancy/119473837?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,14 апреля 2025,"Python,SQL,REST API,Git,Docker,SCADA,API,Deep Learning,TensorFlow,pandas,Английский язык,Английский — B2 — Средне-продвинутый"
Стажер/Ассистент Менеджера продукта,ТОО Вериграм,Не указано,Не указано,"Job Opening: Product Manager Assistant (Intern / Junior Role)

Company: Verigram (verigram.ai)
Location: Hybrid / Office (Almaty, Kazakhstan)
Type: Full-time or part-time
Experience: students or recent graduates (up to 1 year of experience)
Compensation: Based on interview results

About Verigram

Verigram is a product IT company building solutions powered by computer vision and artificial intelligence. We help banks, fintech companies, and telecom verify customer identities using biometrics, document recognition, and digital signatures.

We’re currently launching a new wave of AI-powered products, including LLM-based assistants, and document automation tools. We're looking for a Product Manager Assistant who’s passionate about technology and wants to grow in a fast-moving, innovative environment.

What You’ll Do

- Support the CPO in developing AI-driven products such as LLM-powered chatbots, and digital assistants
- Conduct user research, market and competitor analysis, and gather feedback
- Assist in writing product requirements and user stories for the development team
- Work with analytics: track metrics and identify areas for improvement
- Prepare internal presentations, and planning materials
- Learn and grow every day by working closely with experienced product managers, engineers, and designers

What We’re Looking For

- Students or recent graduates (preferably in business, finance, math, IT or other fields)
- Interest in product management and modern technologies, especially artificial intelligence and LLMs (e.g., GPT)
- Quick learner with structured thinking and a proactive attitude
- Familiarity with tools like Google Sheets, Excel, Notion and Figma (a plus)
- Good writing and organizational skills


What We Offer

- Mentorship from experienced product managers and tech leads
- Opportunity to contribute to real AI product development (GPT-based tools)
- Flexible schedule that can accommodate your university classes
- A friendly, fast-paced, and supportive environment
- Office in Almaty with a good coffee machine ☕ and a strong engineering culture
- Opportunity to transition to a full-time position after the internship




Deadline to Apply:

April 30, 2025

If you're curious about how real AI products are built, want to work with technologies that shape the future, and learn from a team of professionals, we’d love to meet you.",не требуется,"Полная занятость
Стажировка",График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,https://almaty.hh.kz/vacancy/119645539?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,17 апреля 2025,Не указано
Creatio Certified Developer / Implementation Specialist,Velvetech LLC,Не указано,Не указано,"Creatio Certified Developer and Implementation Specialist

3-6 years of experience

About us

Velvetech, is an American global software development company headquartered in Miami, FL, and with an office in Chicago, IL. Velvetech has its developers strategically distributed in 10+ global technical job markets to deliver the best in class software engineering and exceptional client services. We have 20+ years of experience in software and hardware development for clients all around the world, especially for US clients. As an official Microsoft Gold Partner, our company is listed in the top 5 software development companies in Illinois, USA.

Areas of expertise are consulting, development, implementation, and support of software solutions. We implement modern backend solutions that support microservices architecture with the following technologies: NET Core, Node.js, Java, SQL Server, PostgreSQL, MongoDB, Redis, RabbitMQ. For the web UI front-end development, we opt for React, or Angular, and for mobile development — Swift, Kotlin, Java. Most of the systems are designed for cloud infrastructures like AWS, Azure, GCP, and heavily rely on Docker, Kubernetes while modern CI/CD is made using GitLab CI or TeamCity. In September 2021, Velvetech LLC received the status of the official Training Provider of the International Institute of Business Analysis. This status gives us the right to conduct regular quality trainings for Business Analysts and anyone performing BA activities regardless their job title.

Principles are based on Agile Methodology, Scrum and Kanban. Various projects coded in GitLab or GitHub are built with multiple coordinated teams, collaborating via Jira, Confluence, MS Teams, and Slack. Velvetech constantly follows the Tech trends and actively cooperates with startups in such breakthrough areas as Machine Learning, the Internet of Things, Blockchain, FPGA, and AI.

Responsibilities
Work with clients to gather and analyze their business requirements
Design and configure Creatio solutions using low-code tools
Develop and customize workflows, user interfaces, and business logic within Creatio
Conduct thorough testing to ensure the quality and functionality of implemented solutions
Provide training and support to clients during and after the developing and implementation process
Create comprehensive documentation for implemented solutions and processes
Collaborate with business analysts, developers, and other stakeholders to ensure successful project delivery
Requirements
Creatio certification is required
At least 3+ years of experience in developing and implementing IT solutions, preferably with CRM or BPM platforms
Strong understanding of business process modeling and data integration methods
Proficiency in using no-code development tools for system customization
Deep knowledge of Creatio architecture, C#, JS, Angular
Excellent problem-solving skills and attention to detail
Strong communication and interpersonal skills
Ability to work independently and manage multiple projects simultaneously
English knowledge at Intermediate level or higher
Benefits
Velvetech is in the TOP 5 development companies in the USA
You have FLEXIBLE working conditions and a COOPERATIVE environment
A COMPETITIVE and performance-based salary, fair compensation and benefits
Many CHALLENGING and exciting projects with new opportunities and learning
GROWTH opportunities, skills and competencies improvement, and professional certification
In-company TRAINING (English, Software / DevOps / Project management / Design / Business)
Our team

We are a friendly team of 170+ professionals where everyone is able to achieve high results and grows professionally not only due to their own knowledge and skills but also with the support of colleagues. Values that we highly appreciate are high performance, responsibility, respect, and loyalty. In order to have a highly motivated team, Velvetech invests in their people, additional education, certification, and others. You choose your career path and we are here to support you!

People work together in harmony, encouraging each other to continuously learn, progress, and pursue perfection. Our employees enjoy working as we turn challenges into advantages to share success with each other.

You have a chance to become a part of a friendly and professional team that creates robust software solutions to deliver maximum value to our international clients.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,https://almaty.hh.kz/vacancy/119399049?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,10 апреля 2025,"Creatio,C#,JavaScript,Angular"
Warehouse Supervisor (Executive) / Руководитель складского хозяйства,ТОО Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),посёлок Боралдай,Не указано,"Join us to take your career journey to the next level!
# ProudlyCCI
Job Identification

We are looking for a Warehouse Supervisor to be a part of our Supply Chain team located in Kazakhstan.
What We Expect

Define the needs in mechanized loading means, capacities and workforce to accept and move raw materials;
Ensure the standards of storage, hand over and transportation of raw materials;
Hold responsibility for the property in the warehouse, warehouse premises, engineering networks and communications, firefighting inventory, as well as for condition of the entrusted machines;
Hold responsibility for observance of HSE requirements by the warehouse personnel;
Manage the acceptance, storage and hand over of raw materials using the warehouse areas most rationally and placing materials by loading zones;
Rationally place raw materials by storage terms and ensure access to any material;
Timely check in the received materials and assign lot numbers on the packages;
Keep the storekeeping rules and regimes regarding raw materials;

Qualifications:

University/special secondary degree
At least 3 years in warehouse management area; experience on managerial positions is preferable
Upper-intermediate level English
Good command of Microsoft Office programs
Strong communication and leadership skills
Material movement terms in accordance with FEFO, FIFO system

We're an equal opportunity employer. All applicants will be considered for employment without attention to race, sex, color, national or social origin, ethnicity, religion, age, pregnancy, disability, sexual orientation, gender expression or political opinion.

What We Embrace:

“People Centered” Focus
Equal Salary Advocate
A Globally Diverse/An International Workplace
Inclusive Team-Building Activities
Digital Learning Opportunities
Leadership Exposure With Organizational Events
Inclusive Language And Culture
Social Clubs/Networks
Inclusive/Family-Friendly Policies

Who We Are

CCI is a multinational beverage company operating in Azerbaijan, Iraq, Jordan, Kazakhstan, Kyrgyzstan, Pakistan, Syria, Tajikistan, Turkey, Turkmenistan, and Uzbekistan. CCI produces, distributes, and sells The Coca-Cola Company's sparkling and still beverages. With 30 bottling plants, 3 fruit processing plants, and more than 10,000 employees in 11 countries, CCI offers a wide range of beverages to a consumer base of 430 million.

Our purpose at CCI is to create value for our employees, customers, consumers, and community. In line with our vision to become the best FMCG company, we put people at the core of everything we do. We achieve successful results with our people who come together as One Team, committing to live by our shared values of passion, integrity, accountability, and teamwork. Our ambition is to become a great place to work, which is inclusive, diverse, and inspiring, with its key organizational and leadership capabilities.

Encouraging a diverse and inclusive organization is core to our commitment at CCI, that's why we nurture it in everything we do. We are proud to become the fourth company to obtain the EQUAL-SALARY global certification and proud to be an Equal Opportunity and Affirmative Action employer, covering in all our countries.

We take responsibility for the future with our Sustainability Commitments for 2030.

Focusing our roadmap on six main areas, including packaging, water, and climate on environmental issues; human rights, diversity & inclusion, and community investments on social issues, we pledged 9 commitments to continuously improve our efforts. To ensure that by the year 2030, 35% of newly hired individuals, 40% of managerial positions, and 50% of executive committee members are comprised of women.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,https://almaty.hh.kz/vacancy/105119816?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,10 апреля 2025,"Организация складского хозяйства,Организация и контроль работы персонала,Складская логистика,Английский — C1 — Продвинутый"
Senior Data Science Engineer,ТОО DIGITAL TEAM (ДИДЖИТЛ ТИМ),Не указано,Не указано,"DigitalTeam is hiring. We are a worldwide software service provider and currently looking for a Senior Data Science Engineer who can build a simulator.

Requirements:

- Bachelor’s degree in Computer Science, Engineering, or related field;

- Emphasis on Databricks and Jupyter Notebooks;

- Experience with Python, Pyspark and machine learning applications;

- Expertise in predictive modeling especially Deep Learning Models such as LSTM or Ensembles;

- Knowledge of XGBoost (Extreme Gradient Boosting);

- Ability to assess the correlation vs. causality in the predictions to ensure they make sense;

- A strong understanding of ML Ops;

- Strong problem-solving skills and attention to detail.

Responsibilities:

- Evaluate data to discover trends and patterns to improve and automate analysis;

- Migrate and import data from a variety of sources into a central database;

- Independently mine data and optimize processes;

- Apply advanced scientific knowledge to projects;

- Determine priorities for experiments;

- Utilize numerous analytical instruments.

Benefits:

- Official employment;

- Flexible work schedule;

- Professional growth and development with friendly team;

- Remote work;

- Detailed onboarding.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,https://almaty.hh.kz/vacancy/119587854?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,16 апреля 2025,"Python,SQL,Английский язык,Azure,Databases"
Senior Data Scientist,АО Home Credit Bank,Не указано,Не указано,"Задачи, которые ты будешь выполнять:

Подбирать и применять методы машинного обучения, для решения и оптимизации производственных задач, включая обучение, transfer learning и fine-tuning
Решать сложные задачи в сфере NLP, включая тонкую настройку LLM моделей
Разрабатывать и оптимизировать CV-модели, для работы на устройствах различной производительности
Строить сложные пайплайны и ETL-процессы для обработки и подготовки данных
Тестировать и выводить разрабатываемые решения в продакшин


Требования и навыки:

Отличное знание языка Python
Опыт работы с библиотеками numpy и pandas
Отличное знание фреймворков глубокого обучения: опыт разработки нейронных сетей с использованием PyTorch и/или TensorFlow, понимание тонкостей обучения и отладки сложных моделей
Опыт работы с большими языковыми моделями (LLM)
Опыт работы в области компьютерного зрения (CV)
Знания в области линейной алгебры и мат. анализа
Аналитические навыки: способность формализовать задачи, строить математические модели, проводить их анализ и интерпретацию результатов
Опыт работы с большими данными (BigData)
Продвинутые навыки работы с системой контроля версий: Git
Продвинутые навыки работы с инструментом контейнеризации Docker, (опыт работы с Kubernetes будет плюсом)
Знание английского языка на уровне не менее Intermediate


Мы предлагаем тебе:

Работу в международном банке
Возможность работать с коллегами из разных стран
Крутых наставников и коллег
Ежемесячные лимиты на спорт, здоровье, саморазвитие или на заботу о семье
Возможность совмещать работу в офисе и home-office
Кредиты для сотрудников по выгодной ставке
Отсутствие дресс-кода
Внутренние и внешние программы обучения
Курсы английского языка",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,https://almaty.hh.kz/vacancy/119549429?query=Senior+Data+Scientist&hhtmFrom=vacancy_search_list,15 апреля 2025,Английский — B1 — Средний
AI Data Group Lead,АО Home Credit Bank,"Алматы, улица Зеина Шашкина, 1/1",Не указано,"Roles and Responsibilities:
Lead, mentor, and manage a team of data scientists and analysts focused on AI-related data initiatives;
Provide guidance on best practices for model development, data analysis, and performance optimization;
Conduct regular performance reviews and provide feedback to enhance team productivity and professional growth;
Define and drive the strategic direction of AI data initiatives, ensuring alignment with business goals and priorities;
Serve as the primary point of contact for business leaders, AI development teams, and other stakeholders regarding AI data initiatives;
Drive the creation of actionable insights from AI model performance, customer behavior, and contact center data to guide business decision-making;
Provide data-driven recommendations to improve AI assistant capabilities, operational workflows, and overall customer experience;
Report on key performance indicators (KPIs), such as CSAT, customer complaints, and AI model effectiveness, to senior management.
Qualifications/Experience:
Proven experience leading a data science or AI-focused team, with a track record of mentoring, developing talent, and driving results;
Strong people management skills with the ability to motivate and inspire a team to achieve high performance;
Deep understanding of machine learning, AI model development, and advanced data analytics techniques;
Strong strategic thinking with the ability to align data science initiatives with business goals;
Excellent communication and interpersonal skills to collaborate with cross-functional teams, senior management, and stakeholders;
Expertise in machine learning frameworks and data science tools such as TensorFlow, PyTorch, Scikit-learn, and others;
Experience with large-scale data platforms such as Oracle DWH, Hadoop, and SQL;
Familiarity with data visualization and analysis tools (e.g., Python, Jupyter, Pandas, Matplotlib);
English – Fluent.

Tools:

Machine Learning & Data Science: Python, TensorFlow, PyTorch, Scikit-learn, Keras
Data Platforms: Oracle DWH, Hadoop, SQL
Data Analysis & Visualization: Jupyter, Pandas, Matplotlib, Excel
Collaboration & Version Control: Git, JIRA, Confluence
We offer to you:
Work in an international bank
Loans for employees at a favorable rate
No dress-code
Professional mentors and colleagues
New modern and cosy office for comfortable work
Conditions: fixed salary + an attractive and transparent bonus system.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,https://almaty.hh.kz/vacancy/119103321?query=Senior+Data+Scientist&hhtmFrom=vacancy_search_list,3 апреля 2025,"AI,Artificial intelligence,Oracle DWH,SQL,MS Excel,MS PowerPoint,Python,Jupyter Notebook,pandas,Matplotlib,Hadoop"
Production Engineer,ТОО Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),посёлок Боралдай,Не указано,"Production Engineer, Almaty

Join us to take your career journey to the next level!
#ProudlyCCI
Job Identification

We are looking for a Production Engineer to be a part of our Supply Chain team located in Almaty.

Main Responsibilities

Plan, develop and realize protective and preventive maintenance programs in order to ensure compliance of machines
Ensure realization of planned production program
Carry out production according to the defined standards of process and taking actions to improve the process
Ensure that material yields are within company standards
Develop work safety procedures, make sure the team under supervision follows rules
Set up machine maintenances according to plans
Carry out criteria assessments and prepare the report for continuous improvement and performance follow up, present it to management, plan and implement necessary corrective-preventive actions
Determine training needs of foremen, operator and technician
Make sure the team under supervision follows safety procedures and rules
Manage the line OPEX budget and equipment investment projects
Improve the production methods for developing the quality of the packages & products
Manage the spare parts stock level
Ensure that the GMP and 6S rules are followed
Minimize the production costs and losses

Requirements

University Graduate (Mechanical, Electrical / Electronics Engineering)
Minimum 1-2 years experience in production field
Upper-Intermediate level of English
Good command of Microsoft Office programs
Strong communication and leadership skills

‘’We're an equal opportunity employer. All applicants will be considered for employment without attention to race, sex, color, national or social origin, ethnicity, religion, age, pregnancy, disability, sexual orientation, gender expression or political opinion.’’

What We Embrace:

“People Centered” Focus
Equal Salary Advocate
A Globally Diverse/An International Workplace
Inclusive Team-Building Activities
Digital Learning Opportunities
Leadership Exposure With Organizational Events
Inclusive Language And Culture
Social Clubs/Networks
Inclusive/Family-Friendly Policies

Who We Are

CCI is a multinational beverage company operating in Azerbaijan, Iraq, Jordan, Kazakhstan, Kyrgyzstan, Pakistan, Syria, Tajikistan, Turkey, Turkmenistan, and Uzbekistan. CCI produces, distributes, and sells The Coca-Cola Company's sparkling and still beverages. With 30 bottling plants, 3 fruit processing plants, and more than 10,000 employees in 11 countries, CCI offers a wide range of beverages to a consumer base of 430 million.

Our purpose at CCI is to create value for our employees, customers, consumers, and community. In line with our vision to become the best FMCG company, we put people at the core of everything we do. We achieve successful results with our people who come together as One Team, committing to live by our shared values of passion, integrity, accountability, and teamwork. Our ambition is to become a great place to work, which is inclusive, diverse, and inspiring, with its key organizational and leadership capabilities.

Encouraging a diverse and inclusive organization is core to our commitment at CCI, that's why we nurture it in everything we do. We are proud to become the fourth company to obtain the EQUAL-SALARY global certification and proud to be an Equal Opportunity and Affirmative Action employer, covering in all our countries.

We take responsibility for the future with our Sustainability Commitments for 2030.

Focusing our roadmap on six main areas, including packaging, water, and climate on environmental issues; human rights, diversity & inclusion, and community investments on social issues, we pledged 9 commitments to continuously improve our efforts. To ensure that by the year 2030, 35% of newly hired individuals, 40% of managerial positions, and 50% of executive committee members are comprised of women.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,https://almaty.hh.kz/vacancy/117411812?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,14 апреля 2025,Английский — B2 — Средне-продвинутый
Warehouse Supervisor (Заведующий складом),ТОО Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),"Шымкент, Абайский район",Не указано,"Join us to take your career journey to the next level!

# ProudlyCCI

We are looking for a Warehouse Supervisor to be a part of our Supply Chain team located in Shymkent, Kazakhstan.

What We Expect:
Define the needs in mechanized loading means, capacities and workforce to accept and move raw materials;
Ensure the standards of storage, hand over and transportation of raw materials;
Hold responsibility for the property in the warehouse, warehouse premises, engineering networks and communications, firefighting inventory, as well as for condition of the entrusted machines;
Hold responsibility for observance of HSE requirements by the warehouse personnel;
Manage the acceptance, storage and hand over of raw materials using the warehouse areas most rationally and placing materials by loading zones;
Rationally place raw materials by storage terms and ensure access to any material;
Timely check in the received materials and assign lot numbers on the packages;
Keep the storekeeping rules and regimes regarding raw materials.
Qualifications:
University/special secondary degree;
At least 3 years in warehouse management area; experience on managerial positions is preferable;
Upper-intermediate level English;
Good command of Microsoft Office programs;
Strong communication and leadership skills;
Material movement terms in accordance with FEFO, FIFO system.

We're an equal opportunity employer. All applicants will be considered for employment without attention to race, sex, color, national or social origin, ethnicity, religion, age, pregnancy, disability, sexual orientation, gender expression, or political opinion.

What We Embrace:
“People Centered” Focus
Equal Salary Advocate
A Globally Diverse/An International Workplace
Inclusive Team-Building Activities
Digital Learning Opportunities
Leadership Exposure With Organizational Events
Inclusive Language And Culture
Social Clubs/Networks
Inclusive/Family-Friendly Policies

Who We Are

CCI is a multinational beverage company operating in Azerbaijan, Iraq, Jordan, Kazakhstan, Kyrgyzstan, Pakistan, Syria, Tajikistan, Turkey, Turkmenistan, and Uzbekistan. CCI produces, distributes, and sells The Coca-Cola Company's sparkling and still beverages. With 30 bottling plants, 3 fruit processing plants, and more than 10,000 employees in 11 countries, CCI offers a wide range of beverages to a consumer base of 430 million.

Our purpose at CCI is to create value for our employees, customers, consumers, and community. In line with our vision to become the best FMCG company, we put people at the core of everything we do. We achieve successful results with our people who come together as One Team, committing to live by our shared values of passion, integrity, accountability, and teamwork. Our ambition is to become a great place to work, which is inclusive, diverse, and inspiring, with its key organizational and leadership capabilities.

Encouraging a diverse and inclusive organization is core to our commitment at CCI, that's why we nurture it in everything we do. We are proud to become the fourth company to obtain the EQUAL-SALARY global certification and proud to be an Equal Opportunity and Affirmative Action employer, covering in all our countries.

We take responsibility for the future with our Sustainability Commitments for 2030.

Focusing our roadmap on six main areas, including packaging, water, and climate on environmental issues; human rights, diversity & inclusion, and community investments on social issues, we pledged 9 commitments to continuously improve our efforts. To ensure that by the year 2030, 35% of newly hired individuals, 40% of managerial positions, and 50% of executive committee members are comprised of women.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,https://almaty.hh.kz/vacancy/108967765?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,15 апреля 2025,"Работа с ТМЦ,Складской Учет,Инвентаризация,Управление персоналом,Лидерские качества,Английский язык,Английский — B2 — Средне-продвинутый"
Middle ML Engineer (NLP),ТОО Documentolog,"Нур-Султан (Астана), проспект Мангилик Ел, 52А",Не указано,"Наша компания ищет специалиста в области NLP для работы на долгосрочной основе.

Обязанности:
- Создание сервисов на базе генеративных AI и классических ML/DL моделей;
- Сбор, обработка и загрузка данных из различных источников (SQL, NoSQL), работа с Дата пайплайнами;
- Разработка и поддержка API микросервисов, в т.ч. для деплоя моделей;
- Следовать современным трендам в области AI/DS;
- Сотрудничать с продуктовыми командами для успешного, своевременного внедрения и обслуживания сервисов;
- Проводить исследования и эксперименты с различными наборами данных;
- Управлять сложными рабочими процессами с данными и развивать экспертизу в предметной области.

Требования:
- Опыт работы не менее 2-х лет, из них:
в сфере Data Science / ML Engineering / Data Engineering не менее 2-х лет;
в сфере Deep Leanring и AI не менее 1 года;
- Практический опыт работы в NLP: обучение, оценка и использование моделей;
- Опыт работы с LLM: prompt engineering, evaluation, fine-tuning и т.д.;
- Опыт построения ETL процессов и интеграции данных из различных источников (БД, API, файловые системы);
- Опыт подготовки, аннотирования и предобработки данных для NLP задач;
- Понимание принципов работы классических ML/DL алгоритмов и моделей;
- Знание Python: умение писать чистый, тестируемый код;
- Знание SQL, Git, Docker, CI/CD.
- Плюс: опыт работы в построении Дата пайплайнов с помощью оркестраторов (Airflow, Dagster и т.д.) и/или распределённых систем (Spark, Hadoop и т.д.)

Условия:

- Оформление по ТК РК;
- Режим работы 5/2, с 09:00 до 18:30, обед с 13:00 до 14:30;
- Дружный коллектив и удобный офис.
​​​​​​​
Система мотивации:
- Беспроцентные займы: Финансовая поддержка сотрудников, проработавших в компании более 1 года;
- Фантомные акции компании: Сотрудники с опытом работы более 1 года получают возможность получать процент от чистой прибыли компании. Количество фантомных акций увеличивается с каждым годом работы в знак признательности за преданность и лояльность сотрудника.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,https://almaty.hh.kz/vacancy/117789224?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,19 апреля 2025,"Data Science,Machine Learning,Python,SQL,NLP,Английский — B1 — Средний"
AI Solutions & Workflow Designer,АО Home Credit Bank,Не указано,Не указано,"Key Responsibilities:

Automation Solution Design and Implementation:

Design and implement AI-driven automation solutions that streamline workflows and improve efficiency.
Work with business teams to identify opportunities for automation, including processes that can be enhanced with AI and machine learning.
Leverage tools like Power Automate, RPA, and AI platforms to create seamless automation systems.

Collaboration with Junior Project Manager:

Collaborate closely with the Junior Project Manager to understand business goals and help implement automation strategies.
Translate project requirements into practical automation solutions that enhance overall performance and productivity.
Support in providing technical insights and advice to business teams to help them achieve their automation objectives.

System Integration with IT Teams:

Work with IT teams to ensure smooth integration of automation solutions with existing systems and infrastructure.
Ensure that all automation solutions are scalable, secure, and compatible with internal systems.
Coordinate with IT when necessary to address system limitations or to implement complex integrations.

Process Analysis and Improvement:

Analyze business processes to identify inefficiencies, bottlenecks, and areas that can benefit from AI automation.
Collaborate with stakeholders to define process improvements and develop automation solutions that align with business goals.
Continuously monitor the effectiveness of implemented automation solutions and suggest adjustments for improvement.

Automation Maintenance and Support:

Provide ongoing support for deployed automation systems, ensuring they operate smoothly and efficiently.
Troubleshoot and resolve any issues that arise with automation workflows, liaising with IT when needed for technical resolution.
Update and refine automation workflows based on feedback from end-users and changes in business requirements.

AI and Automation Tool Expertise:

Stay up-to-date with the latest advancements in AI, automation technologies, and best practices.
Share knowledge of new tools, features, and techniques with business stakeholders to continuously enhance automation initiatives.
Maintain expertise in tools like Power Automate, RPA platforms, and other automation-related technologies.

User Training and Support:

Help train and onboard business teams on the use of automation tools and solutions.
Provide end-user support to ensure they are fully equipped to utilize automation systems effectively.
Offer training on AI-driven solutions and how they can be used to enhance team productivity.

Required Skills and Qualifications:

Automation Tools and AI Expertise:

Experience working with automation platforms such as Power Automate, RPA tools (e.g., UiPath, Blue Prism), or other automation tools.
Familiarity with AI technologies and platforms used for process automation and data-driven decision-making.
Strong understanding of how AI and automation can drive business efficiency.

Process Improvement and Problem Solving:

Ability to analyze existing workflows and identify opportunities for automation and optimization.
Strong problem-solving skills with the ability to apply AI solutions to improve business processes.

Collaboration and Communication:

Excellent communication skills, with the ability to work closely with business stakeholders to understand their needs and deliver appropriate automation solutions.
Comfortable working with IT teams for system integration and technical troubleshooting.
Ability to explain technical concepts in a simple and understandable manner for non-technical stakeholders.

Project Support and Execution:

Ability to manage tasks effectively and work within project timelines.
Experience supporting project delivery, working with cross-functional teams to ensure timely and successful implementation.

Technical Proficiency:

Familiarity with database management, integration technologies, and system architecture as they relate to automation.
Basic understanding of programming/scripting for automation tasks is a plus (e.g., PowerShell, Python, etc.).

Attention to Detail:

Strong attention to detail in testing, implementing, and maintaining automation solutions.
Ability to ensure that automation workflows are designed and executed correctly, with minimal errors and maximum impact.

Education and Experience:

Bachelor’s degree in Computer Science, Engineering, Business, or a related field.
1-3 years of experience in process automation, AI, or related roles.
Familiarity with AI automation tools, RPA platforms, and process optimization technologies.
Prior experience working with cross-functional teams, especially in a collaborative setting with IT.

Tools and Technologies:

Automation Tools: Power Automate, UiPath, Blue Prism, Automation Anywhere, etc.
AI Platforms: Familiarity with AI platforms (e.g., TensorFlow, OpenAI) for automation use cases.
Programming and Scripting: PowerShell, Python, or other relevant scripting languages for automation.
System Integration: Understanding of API integration and connecting automation solutions with internal systems.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,https://almaty.hh.kz/vacancy/119115628?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,3 апреля 2025,Английский — C1 — Продвинутый
