title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Customer Support Engineer (no calls),ТОО Connectivity Solutions (Коннективити Солюшнз),Вакансия опубликована 8 мая 2025 в Алматы,Не указано,"This position is based in our office located in Almaty.

We are looking for a Customer Support Engineer to work 5/2 from 15:00 to 00:00 Almaty time. The role involves written communication only, no calls.

Who we are & why we’re hiring:

Our company is a leading SaaS provider that enables businesses of all sizes to deliver exceptional customer experiences. Our innovative platform offers a full range of features and capabilities, including intelligent routing, IVR, call recording, analytics, and more.

In this role, you’ll:

Provide expert level support for our clients on complex problem resolution.
Troubleshoot SIP call flows, call quality, network problems and portal features, including peering providers and upstream SIP Carriers.
Collaborate with other teams and escalate sophisticated problems where a course of action is not immediately obvious by maintaining full ownership of the issue, ensuring the customer is fully informed until the resolution.
Handle customer support inquiries via ticketing system and email.
Maintain and develop a support knowledge base by documenting support processes, procedures, and templates.

In this role, you’ll:

Develop a deep understanding of our product and various operational strategies to enhance client efficiency.

Participate in training sessions and online presentations for clients, primarily in English.

Provide customer support through messaging platforms, analyze reported issues, and direct them to the appropriate departments.

Required:

Basic knowledge of networks required!
Fresh graduates and 4 course students (preferably in Radio engineering, electronics and telecommunications, Infocommunication technologies and communication systems)
Strong written and verbal communication skills
English - B2/C1
Problem-solving abilities
Team collaboration
Ability to quickly grasp new concepts and technologies

What We Offer:

Competitive salary
A nicely-located, new, spacious office
Top-notch work equipment
Free lunch and healthy snacks every day
Professional development
No calls, messaging only type of work
Possible night shifts after probation, 2/2 19.00 - 07.00 work hours",не требуется,Полная занятость,График: 5/2,"Рабочие часы: 8
Вечерние или ночные смены",Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/120346429,"Деловая переписка,Английский язык,SIP,VoIP,Английский — B2 — Средне-продвинутый"
Менеджер по продажам,ТОО Klimatrade,Вакансия опубликована 8 мая 2025 в Алматы,"от 500 000 до 1 500 000 ₸ за месяц, на руки","«KLIMATRADE» — это компания, которая завоевала репутацию лидера на рынке поставок инженерного оборудования для строительства. Мы гордимся высочайшими стандартами качества и уровнем обслуживания наших клиентов. В связи с динамичным развитием нашего бизнеса, мы ищем энергичного и результативного Менеджера отдела продаж. Мы ценим профессионализм и стремление достигать результатов.

Обязанности:

Организация и поиск клиентов
Создание и развитие клиентской базы
Ведение переговоров с потенциальными и текущими партнерами, заключение договоров
Обработка входящих заявок, консультирование и сопровождение клиентов
Выполнение плана продаж и достижение установленных показателей
Подготовка коммерческих предложений
Анализ и контроль дебиторской задолженности

Требования:

Высшее образование, желательно техническое
Опыт работы в сфере продаж от 3х лет, предпочтительно в области продажи промышленного оборудования, строительства или других B2B-сегментах
Навыки ведения переговоров и успешный опыт выполнения плановых показателей
Знание современных техник продаж и управления клиентским сервисом
Умение работать с аналитикой и отчетностью, а также принимать решения на основе данных
Ориентация на результат, высокий уровень ответственности и самоорганизации

Мы предлагаем:

Работу в успешной компании
Конкурентоспособную заработную плату, включающую фиксированный оклад и бонусы
Возможность реализации амбициозных проектов в быстроразвивающейся компании
Корпоративную связь
Корпоративное обучение и тренинги
Современный офис с комфортными условиями труда
Дружный и профессиональный коллектив

Условия:

Официальное трудоустройство согласно Трудовому кодексу РК
График работы: 5/2 с 09:00 до 18:00
Трудовой оплачиваемый отпуск 24 календарных дня в год

Если вы хотите стать частью команды ""KLIMATRADE"" и внести свой вклад в наш успех, пожалуйста, оставьте свой отклик прямо сейчас!

Мы ждем сотрудника, который готов расти и развиваться вместе с нами!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/119649733,"Активные продажи,Развитие ключевых клиентов,Поиск и привлечение клиентов,B2B Продажи,работа с текущей базой клиентов,Деловое общение,Подготовка коммерческих предложений,Планирование продаж,Привлечение клиентов,Продажи корпоративным клиентам"
"Director of Human Resources (Bishkek, Kyrgyz Republic)",ООО University of Central Asia,Вакансия опубликована 8 мая 2025 в Алматы,Не указано,"Department: Human Resources
Reports to: Rector
Duty Station: Bishkek, Kyrgyz Republic (with travel throughout Central Asia)
Deadline: 31 May 2025

About the University of Central Asia
The University of Central Asia (UCA) is a world-class centre for knowledge and learning, connecting isolated rural communities with the global community and building human capital needed for modern economies and stable governance.
It was founded in 2000 as a private, not for profit, secular university through an International Treaty signed by the Presidents of the Kyrgyz Republic, Tajikistan, and Kazakhstan, and His Highness the Aga Khan; ratified by their respective parliaments and registered with the United Nations. The Presidents are the Patrons of the University and His Highness is the Chancellor. UCA’s mission is to promote the social and economic development of Central Asia, particularly its mountain communities, by offering an internationally recognized standard of higher education, developing into an international research university, and enabling the peoples of the region to preserve their rich cultural heritage as assets for the future. For more information, visit: www.ucentralasia.org

UCA consists of three schools including the School of Arts and Sciences, the Graduate School of Development, and the School of Professional and Continuing Education.

The School of Arts and Sciences offers bachelor’s degree programmes with majors in Computer Science, Communications and Media, Global Economics, and Earth and Environmental Sciences at its residential campuses in Khorog and Naryn.
The Graduate School of Development serves as a hub for conducting multidisciplinary research. Its research institutes have established thematic, multidisciplinary expertise in the economies, societies, culture and environment of Central Asia and UCA’s first master’s programmes are planned for 2026.
The School of Professional and Continuing Education is the region’s leading provider of short cycle professional education courses designed to improve employment and income-generating opportunities. These courses are offered at 17 learning centers in Tajikistan, Kyrgyz Republic, Kazakhstan and Afghanistan

Summary of Position
The Director of Human Resources will provide strategic and operational leadership of the human resources function at UCA. This includes working closely with the Rector, Chief Operating Officer, other members of the leadership team, and with department heads to align UCA’s human resources with the strategic needs of the University while also leading a team of human resource professionals to deliver a broad range of human resource services.
The position offers an unparalleled opportunity for a highly motivated candidate with experience of managing human resource functions in complex and diverse working environments. Experience of leading human resource functions in the higher education sector would be strongly preferred, as would an understanding of the cultural and educational context of Central Asia.

Main Duties and Responsibilities

Provide strategic leadership of the human resources function and develop an approach which enables the University’s human resources to be effectively utilized to meet its strategic goals.
Serve as business partner to all UCA units/departments/Schools by helping them with their HR initiatives.
Develop and implement operational and strategic management of HR functions of the university.
Manage and direct all aspects of the HR function, including the development of HR strategy, policies, processes, and systems that are aligned with the strategy of the University and are developed in consultation with key internal stakeholders.
Support the modernization and renewal of the University’s pay, grading and compensation policies.
Develop and implement strategies for talent acquisition, succession planning, development, management and retention.
Initiate and sustain a productive work environment, build trust, accountability, innovation, and growth opportunities for all staff.
Position UCA as an employer of choice in regional and international markets and ensure UCA deploys an innovative multiplatform recruitment strategy that attracts talented academic and administrative staff to the University.
Support the development of an academic recruiting and talent development specialism.
Ensure all employees are aware of UCA’s Safeguarding principles and policies and that the university adopts a robust approach to the reporting, investigation and response to cases of harassment, bullying and assault within the UCA community.
Oversee a positive employee relations climate at UCA, in which employees are provided opportunities to pursue individual and collective grievances in a fair and supportive manner and disciplinary action is managed in a professional and structured way.
Develop the University’s chosen human resource information system, SAP, to provide accurate and relevant employee data and performance metrics and support the key internal HR processes.
In addition to maintaining strong working relationships with the University work closely and share best practice with HR colleagues within the AKDN agencies and the Central Asian HR community.
Develop initiatives to improve the effectiveness of internal communication and employee engagement across a complex, multi-site university.
Serve as an approachable and positive role model for the university and one which the UCA management team regards as a valued partner in facilitating institutional improvement and change.
Provide effective leadership and mentor an enthusiastic and talented team of the human resources.

Relationships
The Director of Human Resources will:

Report to the Rector.
Be a member of the UCA Management Executive Committee

Required Qualifications and Experience
The successful candidate for this position will possess:

An advanced degree in a relevant field, preferably with a specialization in human resource management.
Significant demonstrated success at a senior level in the field of human resources management.
Human resources experience in, and/or demonstrable interest and knowledge of, the higher education sector will be given preference.
The ability to make a significant contribution to the strategic development of an organization, while also being willing to proactively lead by example in day-to-day HR operational matters.
Well-developed skills in coaching and mentoring a senior leadership team to demonstrate best practice human resource principles.
Experience and/or knowledge of (or a willingness to immerse in) the Central Asian or post-Soviet higher education environment.
Experience of managing complex compensation and benefits strategies.
A strong track record of developing human resources professionals to attain the professional skills, knowledge and competences required by modern human resource practitioners.
Ability to manage conflict in a skillful and measured way while ensuring compliance with the legal requirements of the Founding States of Kazakhstan, Kyrgyzstan, and Tajikistan.
Strong verbal and written communication skills in English, UCA’s business language.
Cultural and gender sensitivity, flexibility, and demonstrated evidence of being able to work effectively with diverse constituencies at the local, regional, and international level.
Preference will be given to candidates with previous experience of working in Central Asia or other post-Soviet countries or being able to operate successfully in other complex intercultural settings.

Languages:

Advanced proficiency in spoken and written English is essential. Russian is preferred but not essential.
Knowledge of other Central Asian languages (Kyrgyz, Tajik, Kazakh) would be beneficial.

The position will be based in Bishkek, Kyrgyz Republic and would require regional and international travel.

Candidates from the founding countries of UCA i.e. Kyrgyzstan, Kazakhstan and Tajikistan are strongly encouraged to apply for this position.

Salary and Package:
Salary and package to attract the best candidate.

How to Apply

Ready to join our team? We kindly invite you to submit your application for this position by clicking the Apply button on this page. To facilitate a smooth application process, please create an account on our website. Be assured that the account setup and application steps are straightforward.

Applications will be reviewed when received. Early applications are strongly encouraged. Only shortlisted candidates will be contacted.",более 6 лет,Полная занятость,График: 5/2,Не указано,Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/120347964,Не указано
Бухгалтер материального стола,ТОО Жасыл Жер,Вакансия опубликована 8 мая 2025 в Астане,Не указано,"Обязанности:

- участие в формировании промежуточных и годовых финансовых отчетностей Товарищества по формам и в соответствии с требованиями законодательства РК по бухгалтерскому учету и внутренними документами Товарищества;

- ведение бухгалтерского учета имущества, обязательств и хозяйственных операций (учет основных средств, товарно-материальных ценностей, затрат на производство, реализацию продукции, результатов финансово-хозяйственной деятельности);

- осуществление приема и контроля первичной документации по соответствующим участкам бухгалтерского учета, и подготовка их к счетной обработке;

- отражение на счетах бухгалтерского учета операций, связанных с движением основных средств, товарно-материальных ценностей;

- подготовка данных по соответствующим участкам бухгалтерского учета для составления отчетности;

- обеспечение сохранности бухгалтерских документов;

- формирование, ведение и хранение базы данных бухгалтерской информации в информационной системе, применяемой в работе Бухгалтерии;

- осуществление учета поступления и списания товарно-материальных ценностей;

- контроль и учет дебиторской и кредиторской задолженности;

- обеспечение сохранности первичных документов и регистров бухгалтерского учета, составляющих коммерческую тайну в установленные законодательством сроки;

- участие в проведении инвентаризации денежных средств, основных средств, нематериальных активов, товарно-материальных запасов;

- участие в оформлении актов по недостачам и хищениям денежных средств, основных средств и товарно-материальных запасов;

- предоставление налоговой, статистической отчетности Товарищества в уполномоченный орган в соответствии с действующим законодательством в рамках функциональных обязанностей

- ведение учета и контроль расчетов с поставщиками и покупателями Товарищества;

- своевременное проведение сверки взаиморасчетов с поставщиками и покупателями;

- учет расчетов с подотчетными лицами (работниками), прием и проверка подтверждающих документов, прилагаемых к авансовому отчету;

- контроль деятельности материально-ответственных лиц и надлежащий учет имущества Товарищества в местах хранения.

Требования:

- высшее финансовое, либо экономическое образование, наличие сертификата профессионального бухгалтера;

- минимальный стаж работы по специальности не менее 3 лет;

- опыт работы в области финансов и экономики 3 лет, в том числе в должности бухгалтера не менее 2 лет.

Условия:

- официальное трудоустройство;

- испытательный срок 3 месяца;

- график 5/2;

- своевременная оплата труда;

- дружный коллектив;

- офис находится в центре города Астана.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/119497984,"Учет ТМЦ,Хранение документов,Основы налогового учета,Основы бухгалтерского учета,1С: Бухгалтерия,1С: Предприятие 8,Первичная бухгалтерская документация,Бухгалтерская отчетность,Финансовый контроль,Авансовые отчеты,Финансовый анализ,Отчет о финансовых результатах,Казахский — A1 — Начальный"
Маркетинговый аналитик,ТОО Астана-ЕРЦ,Вакансия опубликована 8 мая 2025 в Астане,Не указано,"Обязанности:

Сбор и обработка данных.

Анализ данных.

Подготовка отчетов.

Разработка рекомендаций.

Прогнозирование.

выявление рисков и потенциалов компании, составление прогнозов
Работа с большим массивом информационных данных
Требования:
Высшее образование, знание математических методов анализа
Опыт работы в исследовании и прогнозировании, планировании спроса
умение работать с базами данных, знание языков программирования
дисциплинированность и самоорганизованность
содействие в оптимизации бизнес процессов.
Условия:
Пятидневная рабочая неделя
Своевременная оплата труда",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/120074442,"MS PowerPoint,Маркетинговый анализ,Аналитические тексты,Исследовательский анализ данных,Подготовка презентаций,Интерпретация данных,Анализ конкурентной среды,Стратегический анализ внешней среды,Маркетинговый аудит,MS Excel,Маркетинговые исследования,Нейромаркетинг,Маркетинговые коммуникации,Аналитические исследования,Экономический анализ"
Бизнес-ассистент с финансовой экспертизой,ООО Автокарготрейд,Вакансия опубликована 8 мая 2025 в Алматы,"от 1 500 $ за месяц, на руки","Если вы работали финансовым директором или бизнес-аналитиком, и хотите отойти от корпоративной рутины — но остаться в игре, решая по-настоящему важные задачи, эта роль может быть идеальной.

В чём суть роли:

Собственнику бизнеса нужен сильный помощник для:

сопровождения принятия решений,

расчётов и бизнес-анализа,

внедрения новых направлений,

фокусировки внимания на главном.


Это не про «принеси-подай», это про:

умение думать вместе с собственником;

считать юнит-экономику, анализировать гипотезы;

поддерживать порядок в задачах, людях, документах;

быть второй головой в операционке и стратегическом планировании.


Что вы будете делать:

Анализировать направления, считать бизнес-модели, делать выводы.

Помогать запускать и тестировать новые проекты.

Участвовать во встречах, фиксировать задачи, следить за выполнением.

Структурировать информацию, помогать принимать решения, наводить порядок.

✅ Что важно:

Опыт в финансах или аналитике (CFO, финансит, аналитик).

Умение делать простые и понятные расчёты, видеть экономику проектов.

Хорошая деловая коммуникация и грамотность.

Способность держать в фокусе несколько задач одновременно.

Желание быть ближе к реальному бизнесу — без бюрократии, но с реальной ответственностью.


Почему это может быть интересно вам:

Высокий уровень дохода, растущий вместе с вашим вкладом.

Вместо отчётов — реальные задачи, от которых зависит рост компании.

Возможность влиять на ключевые решения.

Быстрая обратная связь, доверие, включённость в управленческую зону.

Коучинг от собственника — вы прокачаете не только навыки, но и мышление.


Как откликнуться:

Если вы узнали себя в этом описании и чувствуете, что хотите быть ближе к реальному бизнесу —

пришлите короткое сопроводительное письмо и расскажите:

В каком проекте вы реально повлияли на прибыль, порядок или рост?

‼️ Начните своё сообщение с кодового слова:

CashFlow — чтобы мы понимали, что вы внимательны к деталям и действительно прочитали текст.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,8 мая 2025,https://hh.kz/vacancy/120223532,Английский — B2 — Средне-продвинутый
Финансовый аналитик в отдел постоянных улучшений,АО АК Алтыналмас,Вакансия опубликована 8 мая 2025 в Алматы,Не указано,"Обязанности:

Проведение анализа результатов технико-экономических расчетов по нескольким критериям (цена товарной продукции, содержание полезных компонентов, производительность, эксплуатационные и капитальные затраты и др);
Качественное и своевременное выполнение технико-экономической части инициатив и проектов, направленных на постоянное улучшение производственной деятельности;
Выполнение обоснованных экономических расчетов;
Изучение передового опыта отечественной и зарубежной практики.

Требования:

Степень бакалавра в области бизнеса, финансов, бухгалтерского учета, экономика и математика;
Минимум 2 года соответствующего опыта работы;
Знания в области финансов (в особенности финансового моделирования и оценки бизнеса) и экономики;
Умение анализировать большой объем информации в динамичной среде в сжатые сроки.

Будет преимуществом:

Степень магистра в области бизнеса, финансов, бухгалтерского учета либо менеджмента из лидирующего университета;
Знание английского языка;
Опыт работы BIG4.

Условия:

Опыт работы в одной из лучших майнинговых компании в Казахстане;
Медицинская страховка;
Офис в центре города Алматы (ул. Елебекова, Бизнес Центр «Venus»)
Обучения для сотрудников (повышение квалификации за счет компании);
Обеды за счет компании.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,8 мая 2025,https://hh.kz/vacancy/119386916,Не указано
Главный бухгалтер Филиала,АО ForteBank,Вакансия опубликована 8 мая 2025 в Кызылорде,Не указано,"Филиалдың бас бухгалтері

ForteBank дегеніміз не?

күшті адамдар жиналатын орын;
Қазақстанның ТОП-5 жетекші банктерінің қатарына кіреді;
банк қызметі нарығында 20 жылдан астам уақыт бойы қызмет көрсетеді;
шамамен 4000 қызметкері бар;
еліміз бойынша 20 филиалы бар.

Міндеттері:

ҚР-ның бухгалтерлік есеп және қаржылық есептілік туралы заңнамасының, Банктің есеп саясатының талаптарын дұрыс, толық және уақтылы сақтау бойынша жетекшілік ететін Бағыттардың қызметін үйлестіру және бақылау;
Банк филиалының балансына, қаржылық жоспарына, үстеме шығындар сметасына, күрделі салымдар сметасына қаржылық талдау;
Шығындарды ұйымдастыру және жоспарлау;
Қойманы/сейфті ашу және жабу;
Ішкі бақылау және тәуекелдерді басқаруды қамтамасыз ету;
Бағыттың кассирлерін оқыту, тестілеу және аттестациядан өтуді бақылау;
Бағыттың кассаларында банкноттарды, монеталарды және құндылықтарды тексеруді ұйымдастыруды және қатысуды бақылау;
Кассалық құжаттарды тексеру процесін ұйымдастыруды бақылау;
Бухгалтерлік есепті ұйымдастыру журналдарды/кітаптарды, құжаттарды жүргізу процесін ұйымдастыруды бақылау;
Банк Ережесінде айқындалған негізгі міндеттерді орындау үшін жетекшілік ететін Бағыттардың қызметін ұйымдастыру және бақылау;

Талаптар:

Жоғары қаржылық / экономикалық білім;
Ұқсас лауазымдағы жұмыс тәжірибесі 5 жылдан астам.

Сіз Forte командасына қосыла отырып, келесі мүмкіндіктерге ие боласыз:

- Бәсекелес еңбекақы мен жеке тиімділік үшін бонустар.

- Жайлы кеңседе жұмыс істеу кестесі - 5/2, сағат 9:00-ден 18:00-ге дейін;

- Компания ішіндегі өмір, оның корпоративті іс-шаралары: тимбилдингтер, челлендждер, спорт турнирлері, қайырымдылық акциялары;

- Медициналық сақтандыру арқылы денсаулықты сақтау, сондай-ақ туған күн және еңбек сіңірген жылдар бойынша Day Off;

- Жеңілдікті автокредиттеу және жеңілдікті ипотека рәсімдеу мүмкіндігі;

- Ірі фитнес-клубтардың абонементін тиімді бөліп төлеу;

Главный бухгалтер Филиала

Что такое ForteBank?

место сильных людей;
входит в ТОП-5 ведущих банков Казахстана;
более 20 лет на рынке банковских услуг;
около 4 000 сотрудников;
20 филиалов по всей стране.

Обязанности:

Координация и контроль деятельности курируемых Направлений на предмет правильности, полноты и своевременности выполнения требований законодательства Республики Казахстан о бухгалтерском учете и финансовой отчетности, учетной политики Банка;
Финансовый анализ баланса, финансового плана, сметы накладных расходов, сметы капитальных вложений филиала Банка;
Организация и планирование расходов;
Открытие и закрытие кладовой/сейфовой комнаты;
Обеспечение внутреннего контроля и управления рисками в процессе деятельности Направления;
Контроль за прохождением обучения, тестирования и аттестации кассиров Направления;
Контроль за организацией и участие в проведении ревизий банкнот, монет и ценностей в кассах Направления;
Контроль за организацией процесса проверки кассовых документов;
Организация учета и контроль за организацией процесса ведения журналов/книг, документов;
Организация и контроль деятельности курируемых Направлений по выполнению основных задач, определенных Положениями Банка;

Требования:

• Высшее финансовое/экономическое образование;

• Опыт работы на аналогичной должности более 5 лет.

Став частью команды Forte, ты получишь:

- Конкурентную заработную плату и бонусы за персональную эффективность.

- График работы 5/2 с 9:00-18:00 в комфортном офисе;

- Жизнь внутри компании с ее корпоративными мероприятиями: тимбилдинги, челленджи, спортивные турниры, благотворительные акции;

- Заботу о здоровье с медицинским страхованием, а также DayOff в честь дня рождения и за выслугу лет;

- Льготное автокредитование и возможность оформления льготной ипотеки;

- Выгодную рассрочку в крупные фитнес-клубы",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/120344442,"Бухгалтерская отчетность,Налоговая отчетность,Управление бухгалтерией,Финансовая отчетность,Расчет затрат,Управленческая отчетность,Финансовый контроль,Авансовые отчеты,Бухгалтерский баланс,Бухгалтерский учет,Налоговые декларации,Управление налоговыми рисками,Статистическая отчетность,НДС"
Associate to Legal Consulting (Almaty),PricewaterhouseCoopers,Вакансия опубликована 8 мая 2025 в Алматы,Не указано,"A career within Legal Services, will provide you with the opportunity to help our clients adopt a more strategic approach to global entity governance across their organisations. We help our clients and their legal entities with the incorporation of new companies, ongoing compliance with local legislation, and restructuring of their global businesses to manage governance and compliance risks. Our team specialises in providing legal advice across all of our clients disciplines. You’ll help provide legal support to a wide array of specialty areas from cyber security and technology to banking and intellectual property.

To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.

As an Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:

Invite and give in the moment feedback in a constructive manner.
Share and collaborate effectively with others.
Identify and make suggestions for improvements when problems and/or opportunities arise.
Handle, manipulate and analyse data and information responsibly.
Follow risk management and compliance procedures.
Keep up-to-date with developments in area of specialism.
Communicate confidently in a clear, concise and articulate manner - verbally and in the materials I produce.
Build and maintain an internal and external network.
Seek opportunities to learn about how PwC works as a global network of firms.
Uphold the firm's code of ethics and business conduct.

Graduates with major in International Law, Jurisprudence, Corporate Law.

Knowledge of corporate and civil laws.

Excellent writing skills in English and Russian languages.

Experience in Big-4 firms would be an advantage.

Ability to work independently and in a team.",не требуется,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,8 мая 2025,https://hh.kz/vacancy/119289005,"Communication skills,Business English,Corporate Law,Jurisprudence,International Law,Proactive"
Junior QA Automation Engineer (Java),Andersen,Вакансия опубликована 8 мая 2025 в Алматы,Не указано,"The IT company Andersen invites a Junior QA Automation Engineer (Java) to work on a large-scale Travel & Hospitality project for our Canadian partner.

The customer is a luxury travel technology and procurement company with industry-leading booking platforms that enhance the efficiency of travel professionals and maximize their revenue opportunities. The company handles over $1 billion in transactions annually and has a team of 2,200+ travel experts.

The project is an actual web platform (travel services industry) for clients in the North American market.

Responsibilities:

Designing and implementing automated test scripts using Java 17+, JUnit5, and Cucumber.
Building and maintaining test frameworks using Selenium WebDriver and the Page Object Pattern.
Integrating and managing test execution using Maven and continuous integration tools.
Collaborating closely with developers, manual testers, and product owners to understand requirements and define test strategies.
Identifying, documenting, and tracking bugs and issues, providing detailed analysis and reports.
Ensuring test coverage, maintainability, and reliability across different layers of the application.
Contributing to improving QA processes and best practices across the team.

Must-haves:

Commercial experience as a QA Automation Engineer for 1+ year.
Solid experience with Java (17 or higher) for test automation.
Hands-on experience with JUnit5, Cucumber, and Selenium WebDriver.
Strong knowledge of Maven for project and dependency management.
Familiarity with Page Object Model (POM) and test automation design patterns.
Experience working in Agile/Scrum environments.
Level of English - from Upper-Intermediate and above.

Nice-to-haves:

Experience with CI/CD tools like Jenkins, GitLab CI, or GitHub Actions.
Familiarity with BDD practices and tools.
Knowledge of REST API testing and tools like RestAssured.
Exposure to cloud environments or containerization (e.g., Docker).

Reasons why this job would be interesting to you:

Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson & Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc..
The opportunity to change the project and/or develop expertise in an interesting business domain.
Job conditions – you can work both fully remotely and from the office or can choose a hybrid variant.
Guarantee of professional, financial, and career growth! The company has introduced systems of mentoring and adaptation for each new employee.
The opportunity to earn up to an additional 1,000 EUR per month, depending on the level of expertise, which will be included in the annual bonus, by participating in the company's activities.
Access to the corporate training portal, where the entire knowledge base of the company is collected and which is constantly updated.
Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies).
Certification compensation (AWS, PMP, etc).
Referral program.
English courses.
Private health insurance and compensation for sports activities.

Your personal data is protected in accordance with GDPR regulations. Learn more: https://andersenlab.com/privacy-policy",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо или гибрид,8 мая 2025,https://hh.kz/vacancy/120348513,"Java,JUnit,Cucumber,Selenium,WebDriver,English"
Заместитель финансового директора,ТОО Мук-Компьютерс,Вакансия опубликована 8 мая 2025 в Алматы,Не указано,"Требования:

• Высшее экономическое образование (учет и аудит, экономика предприятия, финансы);
• Опыт работы на аналогичной должности в среднем либо крупном бизнесе от 5 лет;
• Глубокие знания бухгалтерского и налогового учета;
• Продвинутые навыки работы в 1C8 УТП;
• Профессиональный пользователь MS Excel;
• Грамотная устная и письменная речь (русский, английский);
• Понимание процесса ВЭД;
• Умение работать с большими объёмами информации;
• Способность аналитически мыслить;
• Опыт работы в ИТ компаниях (желательно);
• Умение быстро и качественно находить и систематизировать нужную информацию;
• Постоянное саморазвитие.

Обязанности:

• Контроль работы сотрудников отдела, постановка задач сотрудникам отдела;
• Организация работы и эффективное управление денежными потоками предприятия;
• Формирование, консолидация бюджетов движений денежных средств, работа с дефицитом бюджета;
• Контроль графиков кредитных обязательств компании и их выполнение, работа с банковскими учреждениями по привлечению новых кредитов и обслуживание текущих;
• Контроль финансовой и бухгалтерской отчетности на соответствие банковским ковенантам;
• Принятие участия в ежегодном аудите и подготовка информации по запросам аудиторов;
• Координация работы аутсоринговых бухгалтерий;
• Активная работа с большим массивом данных в 1C, Excel + работа со сводными таблицами;
• Подготовка внутренней отчетности компании, составление отчетности финансовой/управленческой по запросу;
• Проведение аналитических исследований плановых/прогнозных и фактических показателей по всем аспектам деятельности компании;
• Повышение эффективности финансового отдела путем автоматизации и оптимизации бизнес-процессов.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/119857454,"Финансовая отчетность,Финансовый анализ,Управление денежными средствами,Финансовый контроль,Управление бухгалтерией,Финансовые показатели"
