title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Руководитель проектов Департамента сводной отчетности и ЕХД,АО Аграрная кредитная корпорация,"Астана, Иманова, 11",Не указано,"Обязанности:

Руководство разработкой и развитием корпоративного хранилища данных (DWH) на базе PostgreSQL.
Проектирование архитектуры хранилища: создание витрин, факт-таблиц, справочников, нормализация/денормализация.
Управление командой разработчиков и аналитиков: распределение задач, контроль сроков, техническое наставничество.
Организация процессов ETL/ELT: разработка пайплайнов на базе Apache Airflow.
Интеграция данных из различных источников: 1С, Excel-файлы, MS SQL (в т.ч. через репликацию), API.
Разработка и сопровождение Source-to-Target Mapping (S2T) и документации к хранилищу.
Обеспечение надежного резервного копирования и восстановления баз данных.
Работа над качеством данных: контроль целостности, полноты, непротиворечивости.
Взаимодействие с аналитиками и бизнес-подразделениями: формирование структуры данных для отчетности (Tableau, Power BI, Qlik).
Участие в проектах цифровой трансформации и автоматизации бизнес-процессов.

Требования:

Высшее образование в сфере ИТ, анализа данных, инженерии, экономики, математики или смежных направлений.
Опыт работы от 4 лет в области анализа данных, DWH, BI, ETL-процессов.
Опыт работы на руководящей должности не менее 2 лет.
Отличное знание PostgreSQL, включая PL/pgSQL, DML/DDL.
Уверенные навыки оптимизации SQL-запросов и работы с большими объемами данных.
Опыт проектирования архитектуры DWH и построения моделей данных.
Опыт работы с Apache Airflow или аналогичными системами оркестрации.
Понимание принципов ETL/ELT, опыт работы с данными в форматах Excel, JSON, XML.
Навыки работы с BI-системами: Tableau, Power BI или Qlik.
Опыт администрирования баз данных, настройки репликации, бэкапов и прав доступа.
Владение Git и понимание DevOps-практик – будет плюсом.
Знание английского языка на уровне чтения технической документации.

Условия:

Официальное трудоустройство в АО «Аграрная Кредитная Корпорация».

Участие в масштабных проектах цифровизации агропромышленного сектора.

Профессиональная команда и возможность карьерного роста.

Работа в офисе в г. Астана.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,2 мая 2025,https://hh.kz/vacancy/120170272,Аналитическое мышление
Senior/Middle DevOps,ТОО Bilim Land (Bilim Media Group),Не указано,Не указано,"Bilim Media Group - это продуктовая EdTech-компания в Казахстане. Мы работаем с огромным масштабом изменений - со всей системой образования страны.

В нашей экосистеме сегодня более 20 цифровых продуктов и платформ. Сейчас в компании происходят качественные изменения, и мы ищем сотрудников способных предложить нестандартные решения и высокий уровень вовлеченности.

Мы ищем опытного и энергичного Senior/Middle DevOps для работы над образовательным проектом с высокой нагрузкой (2000 RPS). Наш проект находится на этапе технологической трансформации, и мы ищем специалиста, готового принять вызов по модернизации и оптимизации нашей инфраструктуры.

Наши задачи:

Внедрение DevOps практик и культуры в команде;

Автоматизация процессов с использованием современных инструментов;

Оптимизация производительности существующих PHP-приложений и баз данных MySQL, Postgres, Elastic, Redis;

Планирование и реализация перехода на более современные технологии;

Настройка мониторинга и обеспечение отказоустойчивости систем;

Улучшение безопасности инфраструктуры.

Мы от тебя ждем:

Опыт работы DevOps инженером от 3 лет;

Отличное знание контейнеров и Linux

Знание современных DevOps практик и инструментов;

Работа с мониторингом систем.

Понимание практик SRE

Опыт работы со следующими технологиями:

OpenStack

Kubernetes

Terraform

Ansible

Linux

Опыт работы с PHP-приложениями

Умение оптимизировать производительность систем с высокой нагрузкой

Навыки внедрения систем мониторинга и логирования

Что ты получаешь, присоединившись к нам:

Достойная зарплата — обсудим на встрече, индивидуально и честно.

Бонусы за результат — за достижение целей ты получаешь дополнительное вознаграждение.

Тёплая и поддерживающая команда — ценим уважение, открытость и чувство юмора.

Прокачка знаний — доступ к курсам Kitap.kz, Bilimland.com, Lerna.kz и другим образовательным платформам.

Языки — легко: изучай иностранные на Qlang.kz в удобном тебе ритме.

Уютный офис с зонами отдыха — кофе, чай, Xbox, настольный футбол и пространство для перезагрузки.

Кафетерий бенефитов — спорт, здоровье, обучение. Ты сам выбираешь, что важно (доступ через полгода).

Ивенты, квизы, meet-up’ы и Тәтті күн — традиция вкусных угощений и веселых встреч.

BYOD — если работаешь со своим ноутом, мы это компенсируем.

Как мы работаем:

В офисе в Астане (Expo, Мангилик ел 55/13) или Алматы (Нурлы-Тау, Аль-Фараби 17/1)

Возможен удаленный формат — обсудим на старте

График: пн–пт, с 9:00 до 18:00

Официальный найм с первого дня, испытательный срок — 3 месяца",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,16 апреля 2025,https://hh.kz/vacancy/119570240,"DevOps,Kubernetes,Ansible,OpenStack,PHP,Linux,MySQL"
Жүйелік талдаушы / Системный аналитик,АО ForteBank,Не указано,Не указано,"Данная вакансия по договору ГПХ!

Талаптары:

Талдаушы ретінде жұмыс тәжірибесі 3 жылдан кем болмауы тиіс;
BPMN, UML, IDEF0 нотацияларын білу;
Пайдаланушылармен өзара байланыста болу тәжірибесінің болуы: проблемалар мен қажеттіліктерді анықтау, проблемаларды шешу жолдарын қалыптастыру, оқыту, кеңес беру;
Әзірлеушілерге арналған техникалық тапсырмаларды жазу тәжірибесінің болуы;
Сұратымдарды оқу және өзара байланыстарды түсіну деңгейінде SQL тілін білу;
API арқылы сыртқы сервистермен интеграция тәжірибесінің болуы;
REST API жұмыс қағидаттарын түсінуі тиіс;
Jira және Confluence-мен жұмыс тәжірибесінің болуының артықшылығы бар;
GO тілінде бағдарлама кодын оқу мүмкіндігінің едәуір артықшылығы бар.


Функционалдық міндеттері:

Әртүрлі тапсырыс берушілерден келген функционалдық талаптарды жинау, талдап тексеру, ресімдеу және мақұлдау;
Әзірлеушілерге арналған техникалық тапсырмалар мен сипаттамаларды әзірлеу;
Әрі қарай автоматтандыру үшін пайдаланушылар мен компанияның проблемаларын зерттеу;
Жобаларды зерделеуге және сәулеттік шешімдерді әзірлеуге қатысу;
Жобалық шешімдерге баға беру және тапсырмалардың күрделілігін белгілеп көрсету;

Жобалық құжаттаманың логикалық тұтастығын және ішкі регламенттер мен қағидаларға сәйкестігін тексеру.

--------------------------------------------------------------------------------------------

Требования:

Опыт работы аналитиком от 3 лет;
Знание нотаций BPMN, UML, IDEF0;
Опыт взаимодействия с пользователями: выявление проблем и потребностей, формирование способов решения проблем, обучение, консультации;
Опыт написания технических заданий для разработчиков;
Знание SQL на уровне чтения запросов и понимания взаимосвязей;
Опыт интеграции со сторонними сервисами через API;
Понимание принципов работы REST API;
Опыт работы с Jira и Confluence будет плюсом;
Умение читать программный код на языке GO будет существенным плюсом.


Функциональные обязанности:

Сбор, детализация, формализация и согласование функциональных требований от различных заказчиков;
Разработка ТЗ и спецификаций для разработчиков;
Исследовать проблемы пользователей и компании для дальнейшей автоматизации;
Участвовать в проработке проектов и разработке архитектурных решений;
Оценивать проектные решения и трудоемкость задач;
Проверять проектную документацию на логическую целостность и соответствие внутренним регламентам и правилам.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо или гибрид,2 мая 2025,https://hh.kz/vacancy/120166805,Не указано
Back-end разработчик (PHP),CSSSR,Не указано,Не указано,"Ищем коллегу-бекэндера, с которым будем разрабатывать банковское мобильное приложение для одного из самых быстрорастущих рынков в Средней Азии.
Пригодится коммерческий опыт разработки бекенда для мобильных приложений, крепкая дружба с PHP, монолитной и микросервисной архитектурой.

Что нужно делать:

поддерживать и развивать банковское мобильное приложение;
быстро реагировать на изменения в проекте и принимать участие в разработке нового функционала и интеграций с другими сервисами;
решать задачи в продуктовой команде с системным аналитиком, дизайнерами, мобильными разработчиками и QA-инженерами.

Требования:

опыт коммерческой разработки на PHP от 5-ти лет;
обязателен опыт в финтехе/банковской сфере;
опыт в разработке мобильных приложений;
понимание принципов ООП и паттернов проектирования, знание алгоритмов программирования;
составление и оптимизация сложных запросов SQL (MySQL, PostgreSQL);
опыт проектирования, разработки и интеграции API, микросервисов;
опыт работы с Git, Docker
знание Javascript/Typescript, HTML, CSS будет плюсом;
самостоятельность в работе и ответственность за качество своего кода.

Стек технологий:

PHP;
Laravel, Symfony;
MySQL, PostgreSQL;
Docker.

Что взамен:

удалённая работа с графиком 10–19 по Москве;
интересные задачи и проекты, реализацией которых вы будете гордиться;
официальное трудоустройство и честные правила игры;
работа в команде профессионалов;
безлимитные шутки.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,21 апреля 2025,https://hh.kz/vacancy/119764718,"SQL,Docker,Unit Testing,PHP,Laravel,Symfony,MySQL,PostgreSQL,Git,Livecoding"
Ассистент маркетолога,ТОО МАЛЫШЕВИЧ КОНСАЛТИНГ,Не указано,"от 200 000 до 700 000 ₸ за месяц, на руки","Привет!


Ищем структурного и ответственного ассистента маркетолога.

Перед тем как ты будешь читать требования, условия, необходимые навыки прочитай пару слов лично от меня - твоего будущего руководителя. Меня зовут Марина, я структурный и стратегически мыслящий человек. Маркетинг, основанный на цифрах, планировании и гипотезах - то, с чем я работаю уже на протяжении 6 лет. Если мы с тобой сработаемся - я гарантирую тебе кратный рост как в знаниях, работу в интересных проектах и рост твоего дохода.

Компания, Malyshevich consulting, занимается Консалтингом. Конкретно - внедрением системы масштабирования бизнеса в среднем и малом сегментах бизнеса. За последние 7 лет мы с командой помогли внедрить и довести до результата больше 86 крутых проектов. В числе которых проекты по операционному менеджменту, системной аналитике, открытие школы, запуску проекта с 0 и даже разработке собственных CRM систем!

Почему открыта вакансия: объем проектов растет и мне нужен ответственный человек, который руками будет выполнять задачи в проектах.

Что нужно будет делать:

Собирать, анализировать и структурировать информацию по любому запросу (от анализа Конкурентов, до поиска подрядчиков, исполнителей и сотрудников)

Много анализировать - конкурентные стратегии, воронки, упаковку, смыслы, аудиторию, клиентов. Анализировать и структурировать данные в читабельный и понятный вид.

Выполнять много поручений в рамках проектов: найти/согласовать/узнать/посчитать/ перевести на русский/казахский язык/договориться/сделать то, что «невозможно сделать» и до этого никто не мог!

Составлять детальные технические задания для разных проектов и подрядчиков, подбирать и структурировать материалы для ТЗ.

Писать тексты для офферов, сайтов, презентаций.

Подбирать инфлюенсеров, бренды для коллабораций, искать креативные решения.

Преобразовывать мои голосовые заметки в структурированный текст, регламенты и инструкции.

Что вы получите:

Конкурентную заработную плату
Знания, навыки, компенсацию обучения, образования и тренингов
Участие в интересных проектах и понимание всех процессов по маркетингу = ты будешь очень быстро и кратно расти в своих знаниях
Реальный шанс вырасти до маркетолога в одном из проектов. Для меня идеал вырастить сильного маркетолога, который будет самостоятельно вести проекты из проверенного ассистента.

Мои личные предпочтения:

1. У тебя есть база по маркетингу и ты ""руками потрогал (а)"" несколько направлений. Опыт работы от года.

2. Ты любишь цифры и понимаешь, что маркетинг основан только на цифрах и никак иначе.

3. Ты грамотно разговариваешь и пишешь на русском языке.

4. Адаптивность и гибкость. Ты умеешь работать в режиме многозадачности и спокойно переключаешься между проектами.

5. Развитый навык коммуникации и общение в проектах без фамильярности

6. Ты действительно любишь работать и кайфуешь от маркетинга:) Я очень много работаю и искренне люблю то, что делаю. Мы не сработаемся, если у тебя не будет удовольствия от работы!)

7. Ты постоянно на связи (не волнуйся, я не буду звонить и просить работать в 7 утра)

Если Вы прочитали до конца и поняли, что эта вакансия создана для Вас. Напишите в сопроводительном письме, какими 3-мя достижениями вы гордитесь в жизни.

Вакансия открыта до 20 мая. Ждем ваших откликов :3",1–3 года,"Полная занятость
Возможно временное оформление",График: 5/2,Рабочие часы: 8 или 10,Формат работы: на месте работодателя или удалённо,5 мая 2025,https://hh.kz/vacancy/119862145,Не указано
Системный аналитик,ТОО Ракетная фирма,Не указано,Не указано,"Привет!

Мы в поиске Системного аналитика в нашу команду финтех-разработки.

Мы заинтересованы в росте и развитии каждого члена нашей команды.
Присоединяйтесь к нам и мы будем поддерживать, помогать и мотивировать вас на протяжении всего сотрудничества!

Требования:

- Наличие опыта выполнения работ системному анализу не менее 3 -х лет;
- Знание типов требований и их иерархии, жизненного цикла требований, процесса управления требованиями;
- Понимание атрибутов качества требований, методик и техник выявления и описания требований (user story, cjm и т.п.);
- Понимание модели качества программного обеспечения;
- Знание подходов документирования и моделирования требований;
- Знание особенностей работы с требованиями в гибких методологиях (Scrum);
- Знание нотаций моделирования процессов (BPMN, UML, EPC или любой иной);
- Опыт работы от 1 года аналитиком в области ИТ или бизнес-анализа;
- Опыт использования систем коллективной работы (приветствуется JIRA, Confluence);
- Опыт сбора и формализации требований заказчика;
- Опыт написания технических заданий на разработку ПО и веб-сервисов;
- Опыт разработки систем с интеграциями или компонент систем в Enterprise архитектуре;
- Опыт подготовки документации для пользователей.

Мы предлагаем:

Участие в ведущих финтех-проектах
Много интересных задач без переработок по ночам и в праздники
Практический опыт работы с новейшими технологиями и фреймворками
Доступ к внутренним и внешним обучающим ресурсам
Прозрачная система развития с персональным планом
Возможность участия в конференциях и хакатонах в роли спикера
Профессиональный рост

Для более быстрой и удобной связи вместе с откликом оставляйте свои контакты в любом из мессенджеров.
Пожалуйста, перед откликом на вакансию убедитесь, что у вас достаточно коммерческого опыта и необходимых навыков для нашего кандидата.
Спасибо за вашу внимательность. Мы ценим эти качества.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,15 апреля 2025,https://hh.kz/vacancy/114817079,"UML,SOAP,Agile,REST API,брокеры сообщений,SQL,Scrum,BPMN,Atlassian Confluence,Постановка задач разработчикам,Анализ требований,Разработка бизнес-требований,Atlassian Jira,Документирование бизнес-требований"
Инженер 2 линии технической поддержки,red_mad_robot,Не указано,Не указано,"В red_mad_robot мы создаём цифровые продукты, которыми пользуются миллионы людей, от маркетплейсов и экосистем до мобильных приложений и веб-порталов — и, возможно, ты один из них! Помогаем компаниям в технологической трансформации и поддерживаем стартапы, которые создают наше общее будущее.

Ищем в нашу команду Инженера отдела технической поддержки систем дистанционного банковского обслуживания на 2 линию банковских продуктов. Вместе нам предстоит запустить нео-банк по уникальной модели business builder.

Что ты будешь делать:

анализировать инциденты и входящие заявки от пользователей;

исследовать причины сбоев на основе логов и трассировок;

проверять корректность работы API с использованием Postman и Swagger;

взаимодействовать с разработчиками, DevOps-инженерами и QA для оперативного устранения проблем;

оформлять документацию, создавать шаблоны решений и поддерживать актуальность базы знаний;

участвовать в процессах Problem и Change Management совместно с командами сопровождения и развития.

От тебя:

разбираться в принципах работы мобильных приложений (iOS/Android);

использовать инструменты мониторинга и анализа логов (Kibana, Grafana) для диагностики ошибок;

уверенно работать с REST API через Postman, понимать структуру и формат данных JSON;

вести задачи и взаимодействовать с командой через Jira Service Management и Confluence;

четко и грамотно оформлять технические решения как письменно, так и устно.

Будет плюсом:

участие в процессе поставки программного обеспечения с использованием CI/CD, Git, Jenkins;

умение разбираться в архитектуре и логике работы системы Colvir;

умение применять практики ITIL/ITSM для организации работы службы поддержки и обработки изменений;

опыт работы с базами данных, понимать структуру SQL-запросов и уметь анализировать данные.

Чего ждать от роботов:

Работа в сильной команде, где ценят инициативу, договорённости и честную обратную связь. Влиться и освоиться тебе поможет ментор. Позже ты тоже сможешь стать ментором для других.

Развитие — наш пунктик: берёмся за сложные задачи, которые нас продвинут. Проводим школы и интенсивы, чтобы прокачаться. Зовём интересных гостей для развития кругозора. Пользуемся бесплатной электронной библиотекой.

Всё по-честному: у нас белая зарплата и оформление в штат с первого дня, прозрачная система развития с персональным планом и ДМС с хорошими условиями через полгода работы.прозрачная система развития и возможность карьерного роста.

И телу приятно: работаем в удобном коворкинге и с классным видом из окна, уважаем гибкий график и возможность совмещать офис с работой из дома.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,22 апреля 2025,https://hh.kz/vacancy/119816660,"Техническая поддержка пользователей,Change Management,problem Management,Jira Service Management"
Site Planner,ТОО КомплектСтройДеталь,Не указано,"от 500 000 ₸ за месяц, на руки","Key Responsibilities:

Develop and maintain the construction project execution plan using Primavera P6 based on WBS and BoQ.

Assign resources, develop a detailed resource profile, and track progress using progress measurement tools and S-curves.

Maintain the master execution and construction schedule, ensuring alignment with daily and weekly production goals.

Collaborate with site supervisors, project engineers, and contractor planning teams to integrate and coordinate schedules.

Analyze project progress and critical path, identify risks, and propose mitigation strategies.

Conduct daily/weekly reporting and prepare visual dashboards in Power BI.

Lead weekly lookahead meetings to assess readiness for critical path activities.

Ensure compliance with HSSE and quality procedures on site.

Required Qualifications:

Minimum 3 years of experience in major industrial or construction projects.

Degree or diploma in Engineering, Project Management, Project Controls, or a related technical field.

Proven hands-on experience with Primavera P6, Excel, and Power BI.

Strong analytical, organizational, and communication skills.

Fluency in English (Kazakh and/or Russian is an advantage).

Ability to work in multinational environments and remote field conditions.

What We Offer:

Participation in large-scale, technically challenging projects.

Competitive salary and benefits.

Opportunities for professional growth and development.

Supportive team and a safety-first culture.

Long-term employment with rotation or site-based options.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или разъездной,21 апреля 2025,https://hh.kz/vacancy/119592832,"Казахский — B2 — Средне-продвинутый,Русский — B2 — Средне-продвинутый,Английский — B2 — Средне-продвинутый"
Системный аналитик / System Analyst,ТОО Hard Code,"Астана, улица Сыганак, 3/1","от 400 000 ₸ за месяц, на руки","О компании:

Компания Hardcode является поставщиком услуг по разработке программного обеспечения и автоматизации процессов. Компания имеет несколько собственных продуктов которые являются лидерами на локальном рынке.

О команде:

Мы ищем в команду системного аналитика!

Наша команда состоит из разработчиков, архитектора, DevOps-инженеров, бизнес- и системных аналитиков, QA-инженеров и Product Owner'ов. Мы работаем по самым современных нотациям (SCRUM, Code review, Event Storming, OKR).

Обязанности:

Выявления потребностей заказчика и бизнес пользователей;
Собирать, анализировать, валидировать и документировать различные типы требований к продукту;
Поддерживать техническую документацию в актуальном виде;
Сопровождать разработку, тестирование и внедрение функционала;
Совместно с дизайнером принимать участие в проектировании прототипов пользовательского интерфейса;
Совместно с разработчиком принимать участие в проектировании интерфейсов программного взаимодействия;
Декомпозировать и составлять задачи для разработчиков в виде пользовательских историй в соответствии с критерием Definition of Ready;
Вести бек-лог продукта и актуализировать его;
Валидировать тест-кейсы, созданные инженерами по качеству;
Участвовать в проверке реализованного функционала и сдаче решения конечным пользователям;

Требования:

Системное аналитическое мышление;
Умение управлять требованиями к ПО(Вигерс, BABOK);
Знание SOAP и REST API;
Умение работать с БД и знание SQL;
Умение читать XML, JSON, XSD;
Знание и понимание жизненного цикла ПО и продукта;
Опыт разработки документов: функциональных/бизнес-требований, спецификаций, технических заданий;

Условия:

Интересные и масштабные задачи в проектах государственного масштаба;
5-дневная рабочая неделя с 9.00 до 18.00;
Оформление в соответствии с ТК;
Оплачиваемые больничные и отпуска;
Повышение квалификации, сертификация;
Заработная плата: по результатам собеседования;
Медицинская страховка после испытательного срока",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,6 мая 2025,https://hh.kz/vacancy/120275285,"Разработка технических заданий,Системный анализ,Постановка задач разработчикам,Системное мышление,Техническая документация,Анализ требований,Техническое задание,SQL,REST API,JSON,XML,Xsd,SOAP"
Business system analyst,ТОО BTS Digital,Не указано,Не указано,"О проекте в команду Service:

В рамках этой роли ты будешь работать над следующими задачами:

Участие в разработке новых решений для мобильного приложения в части сервисного обслуживания клиентов.

Доработка существующих функционалов и сервисов с целью улучшения и упрощения клиентского пути (CJM).

Анализ пользовательского поведения и поиск точек роста для повышения ключевых метрик, таких как MAU и DAU.

Обязанности:

Анализ бизнес-процессов и формирование требований для разработки новых и доработки существующих систем.

Сбор, анализ и документирование бизнес- и системных требований.

Разработка пользовательских сценариев (use cases) и диаграмм бизнес-процессов (BPMN, UML).

Разработка и поддержка технической документации (ТЗ, API-спецификации, диаграммы процессов).

Подготовка технических заданий и согласование их с Team Lead.

Поддержка документации в актуальном состоянии.

Участие в планировании и обсуждении новых функций продукта.

Взаимодействие с разработчиками, тестировщиками и другими участниками команды.

Мы ждем, что у вас есть:
Опыт работы аналитиком или в смежным ролях от 2-х лет
Опыт работы в Agile команде (Scrum, Kanban)
Умение понятно описывать задачи (user stories, схемы процессов)
Умение составлять спецификации API (Swagger, OpenAPI)
Знание инструментов: Jira, Confluence, Draw. io, Git, Figma
Знание структуры клиент-серверного взаимодействия и принципов работы REST API
Понимание архитектуры баз данных и умение составлять SQL-запросы
Понимание принципов работы REST и SOAP",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,7 апреля 2025,https://hh.kz/vacancy/119209657,"SQL,Atlassian Confluence,Atlassian Jira,API,Agile,REST,SOAP"
Бизнес-аналитик,Публичная Компания «Freedom Finance Global PLC»,Не указано,Не указано,"Freedom Broker - ведущая инвестиционная компания с международным присутствием. Мы активно развиваем цифровые продукты и улучшаем внутренние системы. Ищем бизнес-аналитика, который поможет проектировать удобные, технологичные решения для клиентов и сотрудников компании.

Задачи:

Сбор, анализ и формализация бизнес- и технических требований для новых и существующих проектов;

Моделирование бизнес-процессов и выявление потребностей в их оптимизации;

Разработка документации: ТЗ, спецификаций, пользовательских инструкций;

Проектирование пользовательских сценариев (CJM) и участие в формировании Roadmap;

Поддержка разработки MVP совместно с командами продуктов и проджектов;

Разработка тест-кейсов и участие в тестировании функционала;

Проведение интервью и рабочих сессий с заказчиками, выявление скрытых потребностей;

Взаимодействие с командами разработки, дизайна, маркетинга, юридического отдела, комплаенса и др.;

Систематизация и актуализация проектной документации.

Мы ожидаем от кандидата:

Опыт работы бизнес-аналитиком от 2 лет;

Умение выявлять, структурировать и документировать требования;

Навыки работы с CJM, Roadmap, BPMN / UML;

Понимание принципов работы API, знание основ баз данных;

Понимание жизненного цикла программного обеспечения и основных методов управления разработкой;

Базовое понимание Agile/Scrum и Waterfall методологий;

Владение инструментами: Confluence, Jira, Figma, Miro;

Способность работать с несколькими проектами одновременно;

Отличные коммуникативные навыки, умение проводить интервью с заказчиками;

Структурированное мышление, внимание к деталям, умение задавать уточняющие вопросы.

Будет плюсом:

Опыт работы системным аналитиком или в разработке;

Опыт работы с Postman или аналогичными инструментами тестирования;

Опыт работы в финансовой сфере;

Базовые знания BABOK.

Что мы предлагаем:

Профессиональный коллектив;
Возможность работать над проектами, приносящими пользу для тысяч людей;
Неограниченный рост;
Комфортный офис с лаундж-зонами и кафетериями;
Скидки на фитнесс, обучение английскому языку, подарки на праздники и дни рождения;
Бонусы и уникальные предложения от компаний холдинга;
Спонсирование профессионального обучения;
Насыщенная корпоративная жизнь с выездами на природу, праздничными мероприятиями в офисе, играми и розыгрышами подарков.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120057249,"Бизнес-анализ,Анализ требований,Draw.io,Figma,BPMN,UML,Разработка функциональных требований,Разработка нефункциональных требований"
